MSOA,index-of-transport-accesibility,chargepoints
E02006287,0,0.07
E02006288,0,0.00
E02006289,0,0.00
E02006290,0,0.01
E02006291,0,0.02
E02006292,0,0.00
E02006293,0,0.00
E02006294,0,0.01
E02006295,0,0.01
E02006296,0,0.03
E02006297,0,0.01
E02006298,0,0.00
E02006299,0,0.00
E02006300,0,0.01
E02006301,0,0.01
E02006302,0,0.00
E02006303,0,0.01
E02006304,0,0.00
E02006305,0,0.02
E02006306,0,0.01
E02006307,0,0.00
E02006308,0,0.01
E02006309,0,0.00
E02006310,0,0.00
E02006311,0,0.02
E02006312,0,0.02
E02006313,0,0.00
E02006314,0,0.02
E02006315,0,0.00
E02006316,0,0.00
