MSOA,index-of-transport-accesibility,chargepoints
W02000042,0,0.00
W02000043,0,0.00
W02000044,0,0.00
W02000045,0,0.00
W02000047,0,0.01
W02000049,0,0.00
W02000050,0,0.02
W02000051,0,0.01
W02000052,0,0.01
W02000053,0,0.00
W02000054,0,0.00
W02000055,0,0.00
W02000056,0,0.02
W02000057,0,0.00
W02000419,0,0.00
