MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres,supermarket,warehouse,brownfield
E02001098,"Shaw & Crompton",794,130.0,91.87,11.540,0,0.00,0.00,0.00,0
E02001099,"Wood End",844,130.0,69.54,11.345,1,0.00,0.00,0.00,0
E02001100,"Clough & Shaw Side",795,462.0,842.83,12.889,2,0.00,0.00,0.00,0
E02001101,"Royton North",840,334.0,57.57,8.349,0,0.00,0.00,0.00,0
E02001102,"Royton East & Cowlishaw",855,130.0,82.13,9.519,0,0.00,0.00,0.00,0
E02001103,"Diggle",680,155.0,468.62,31.060,0,0.00,0.00,728.91,0
E02001104,"Moorside & Sholver",777,322.0,251.68,4.615,0,0.00,339.31,0.00,0
E02001105,"Royton South West",921,285.0,1716.03,12.694,3,0.00,0.00,0.00,0
E02001106,"Royton South East",902,184.0,151.18,11.919,0,0.00,0.00,0.00,0
E02001107,"Chadderton North",957,157.0,344.79,4.567,0,0.00,0.00,0.00,0
E02001108,"Derker",766,192.0,352.04,2.543,3,0.00,0.00,0.00,0
E02001109,"Waterhead",774,192.0,241.58,11.006,0,0.00,10958.44,0.00,0
E02001110,"New Delph",557,239.0,706.48,28.576,0,0.00,0.00,0.00,0
E02001111,"Oldham Town North",849,425.0,852.90,7.571,15,0.00,0.00,0.00,0
E02001112,"Middleton Junction",901,330.0,3505.32,8.560,0,0.00,0.00,4617.12,0
E02001113,"Busk",909,157.0,3926.91,9.655,2,0.00,9882.70,0.00,0
E02001114,"Chadderton Central",943,103.0,484.61,11.686,3,0.00,8372.09,0.00,0
E02001115,"Lees & Hey",671,192.0,134.59,9.582,0,0.00,1908.09,0.00,0
E02001116,"Salem",794,192.0,203.32,9.728,0,0.00,875.48,39.03,0
E02001117,"Greenfield & Uppermill",439,101.0,1264.43,34.456,2,0.00,2832.31,0.00,0
E02001118,"Springhead & Grasscroft",644,174.0,160.88,9.856,0,0.00,0.00,0.00,0
E02001119,"Alexandra Park",808,528.0,0.00,25.377,2,0.00,850.27,0.00,0
E02001121,"Oldham Town South",854,295.0,305.59,6.543,4,0.00,294.55,0.00,0
E02001123,"Alt",715,241.0,0.00,7.174,3,0.00,0.00,0.00,0
E02001124,"Chadderton South East",926,206.0,62.63,6.031,0,0.00,0.00,4660.49,0
E02001125,"Chadderton South West",940,187.0,2832.76,8.324,1,0.00,33775.42,0.00,0
E02001126,"Hathershaw",794,103.0,261.14,3.551,0,0.00,0.00,0.00,0
E02001127,"Lime Side & Garden Suburb",833,149.0,143.29,3.102,0,0.00,0.00,0.00,0
E02001128,"Failsworth East",903,353.0,924.00,6.806,9,0.00,1442.57,0.00,0
E02001129,"Failsworth West",811,46.0,807.06,7.828,2,0.00,15783.74,0.00,0
E02001130,"Holt Lane End & Bardsley",832,149.0,866.43,3.522,0,0.00,0.00,0.00,0
E02001131,"Failsworth South",741,130.0,0.00,3.665,0,0.00,0.00,0.00,0
E02006860,"Werneth",890,206.0,122.78,9.881,0,0.00,0.00,0.00,0
