MSOA,Name,index-of-transport-accesibility,chargepoints
E02006393,"Egham Town",0,2
E02006394,"Englefield Green & University",0,7
E02006395,"Egham Hythe & Pooley Green",0,11
E02006396,"Thorpe",0,3
E02006397,"Virginia Water",0,1
E02006398,"Chertsey",0,0
E02006399,"Addlestone North",0,3
E02006400,"Ottershaw & Lyne",0,0
E02006401,"Addlestone South",0,0
E02006402,"New Haw & Woodham",0,0
