MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,grid-capacity,distribution-centres,supermarket,warehouse,brownfield
E02005819,"Stanton Hill & Skegby",0,374.0,623.28,12.069,0,0,0.00,1081.91,0.00,0
E02005820,"The Dales & South Skegby",0,230.0,276.98,8.567,0,0,0.00,0.00,0.00,0.72
E02005821,"Huthwaite",0,230.0,868.43,13.354,0,0,30137.42,0.00,31645.96,0
E02005822,"Sutton Forest Side & New Cross",0,230.0,3999.43,18.561,1,0,0.00,9358.03,10611.03,0
E02005823,"Sutton Central & Leamington",0,230.0,2140.11,27.379,4,0,0.00,10106.50,0.00,0.71
E02005824,"Sutton St Mary's & Ashfields",0,230.0,546.56,16.965,0,0,0.00,255.81,11837.90,0
E02005825,"East Kirkby",0,452.0,1533.39,16.437,1,0,0.00,0.00,0.00,0
E02005826,"Kirkby Central",0,230.0,1419.29,17.889,4,0,0.00,7732.44,0.00,0.89
E02005827,"Kirkby Larwood & Kingsway",0,803.0,1981.52,19.686,0,0,0.00,0.00,0.00,0
E02005828,"Annesley & Kirkby Woodhouse",0,803.0,3601.70,18.108,1,0,0.00,470.48,8330.91,0
E02005829,"Selston",0,570.0,406.18,18.062,0,0,0.00,1728.48,0.00,0
E02005830,"Jacksdale & Underwoood",0,321.0,375.26,15.944,0,0,0.00,538.81,0.00,0
E02005831,"Hucknall North & East",0,362.0,1730.84,24.552,0,0,0.00,0.00,0.00,0
E02005832,"Hucknall Town",0,252.0,1886.34,46.525,12,0,0.00,7231.41,0.00,0
E02005833,"West Hucknall",0,252.0,667.23,18.441,0,0,0.00,0.00,0.00,0
E02005834,"Hucknall Westville",0,362.0,2674.81,22.144,0,0,0.00,413.65,76214.47,0
