MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres
E02005278,"Crawshawbooth",579,288.0,247.78,25.966,0,0.00
E02005279,"Haslingden",778,376.0,1814.13,30.652,3,0.00
E02005280,"Bacup",314,78.0,118.76,34.551,3,0.00
E02005281,"Rawtenstall",776,210.0,3134.75,48.369,6,0.00
E02005284,"Helmshore",787,1233.0,590.28,14.780,0,0.00
E02005285,"Townsend Fold & Edenfield",897,586.0,1088.24,30.544,2,0.00
E02005286,"Whitworth",490,207.0,683.25,17.843,0,0.00
E02006884,"Waterfoot & Stacksteads",570,288.0,771.96,43.315,0,0.00
