MSOA,Name,index-of-transport-accesibility,chargepoints
E02005788,"Kirkbymoorside & Moors",0.399,6
E02005789,"Pickering & Thornton Dale",0.249,9
E02005790,"Helmsley & Ampleforth",0,4
E02005791,"Rillington & Sherburn",0.059,0
E02005794,"Sheriff Hutton",0.271,2
E02006870,"Malton & Norton",0.253,15
