MSOA,index-of-transport-accesibility,chargepoints
W02000116,0,0.01
W02000117,0,0.03
W02000118,0,0.03
W02000120,0,0.01
W02000122,0,0.00
W02000123,0,0.00
W02000124,0,0.01
W02000125,0,0.00
W02000421,0,0.00
