MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,grid-capacity,distribution-centres,supermarket,warehouse,brownfield
E02005584,"Catton Grove & Airport",0,506.0,5026.16,13.190,11,0,284.05,6523.00,69799.65,5.7
E02005585,"Mile Cross",0,391.0,616.14,5.713,1,0,259.40,3404.72,15813.24,8.22
E02005586,"New Catton & Mousehold North",0,209.0,60.05,4.981,0,0,0.00,0.00,0.00,1.48
E02005587,"Heartsease & Pilling Park",0,353.0,171.90,11.260,1,0,0.00,1633.42,0.00,2.83
E02005588,"Bowthorpe & West Earlham",0,78.0,975.43,13.888,0,0,0.00,4203.04,18000.41,0.11
E02005589,"Earlham",0,516.0,1699.81,12.672,0,0,0.00,3326.54,6366.50,13.01
E02005590,"City Centre West",0,487.0,6500.11,19.601,7,0,0.00,1231.97,5053.57,23.44
E02005592,"Earlham Road & College Road",0,285.0,159.96,6.165,0,0,0.00,1044.00,0.00,0.47
E02005593,"University & Avenues",0,363.0,1769.41,14.401,4,0,0.00,0.00,0.00,0.89
E02005594,"Town Close",0,494.0,1686.77,7.430,1,0,0.00,6263.52,0.00,0.13
E02005595,"Eaton",0,285.0,811.46,37.669,0,0,0.00,3556.44,0.00,7.17
E02005596,"Lakenham & Tuckswood",0,256.0,2795.97,15.412,3,0,0.00,9464.59,25675.18,1.81
E02006907,"City Centre East",0,343.0,2996.35,7.580,0,0,0.00,8052.07,2297.10,88.88661
E02006908,"Thorpe Hamlet & Mousehold South",0,353.0,826.19,3.162,0,0,0.00,0.00,0.00,4.49
