MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres,supermarket,warehouse,brownfield
E02002183,"Addingham & Ilkley Moor",149,509.0,1239.51,89.716,0,0.00,376.36,0.00,0
E02002184,"Ilkley & Ben Rhydding",169,327.0,2085.31,76.757,4,0.00,6896.99,0.00,0
E02002185,"Burley-in-Wharfedale",187,449.0,534.61,30.157,0,0.00,0.00,0.00,0
E02002186,"Steeton & Silsden",166,228.0,3276.17,53.028,2,0.00,3323.72,2321.75,0
E02002187,"Menston & Burley Moor",188,327.0,723.53,38.754,0,0.00,0.00,0.00,0
E02002188,"Riddlesden & East Morton",183,449.0,910.80,27.810,0,0.00,0.00,0.00,0
E02002189,"Keighley Utley",172,313.0,43.04,16.893,0,0.00,0.00,0.00,0
E02002190,"Keighley Central & East",219,550.0,3903.82,31.551,3,0.00,26162.59,0.00,0
E02002191,"Keighley Oakworth Road & West Lane",165,414.0,316.72,12.150,0,0.00,0.00,0.00,0
E02002192,"Crossflatts & Eldwick",199,257.0,1438.81,28.895,0,0.00,0.00,0.00,0
E02002193,"Keighley South",164,186.0,245.04,4.688,0,0.00,0.00,0.00,0
E02002194,"Keighley Exley Head",159,186.0,246.86,10.324,2,0.00,333.26,0.00,0
E02002195,"Baildon North",205,361.0,584.20,23.214,1,0.00,238.31,0.00,0
E02002196,"Oakworth & Laycock",170,329.0,102.06,17.119,1,0.00,466.07,0.00,0
E02002197,"Bingley Town",237,221.0,2150.54,41.913,3,0.00,4118.39,2946.24,0
E02002198,"Baildon South",224,121.0,1004.67,27.388,0,0.00,0.00,0.00,0
E02002199,"Thackley & Esholt",274,1244.0,1269.36,19.499,1,0.00,0.00,0.00,2.74
E02002200,"Saltaire & Baildon West",246,420.0,455.06,19.628,0,0.00,0.00,0.00,0
E02002201,"Idle",294,944.0,579.19,32.175,1,0.00,5076.45,0.00,0
E02002202,"Shipley Town",269,284.0,3050.44,36.460,2,0.00,8961.77,492.16,0
E02002203,"Windhill",293,1075.0,167.59,10.932,0,0.00,517.45,0.00,0
E02002204,"Cottingley",222,354.0,1846.45,28.751,0,0.00,380.02,0.00,0
E02002205,"Haworth & Oxenhope",190,186.0,1319.44,37.022,1,0.00,306.21,0.00,0
E02002206,"Wrose & Bolton Woods",323,1075.0,482.27,7.690,0,0.00,0.00,0.00,0
E02002207,"Frizinghall & Heaton Grove",326,239.0,392.63,8.863,0,0.00,0.00,0.00,0
E02002208,"Eccleshill",332,971.0,1017.06,14.125,0,0.00,9681.88,0.00,0
E02002209,"Ravenscliffe",304,971.0,1003.21,8.714,0,0.00,0.00,0.00,0
E02002210,"Bolton Road & Kings Road",388,174.0,312.16,4.569,0,0.00,332.51,0.00,0
E02002211,"Heaton Highgate",332,163.0,210.99,10.601,0,0.00,235.59,0.00,0
E02002212,"Chellow Heights",297,163.0,808.81,9.216,0,0.00,0.00,0.00,0
E02002213,"Cullingworth & Denholme",206,497.0,850.91,28.809,0,0.00,436.18,1243.23,0
E02002214,"Haigh Fold",358,76.0,273.10,4.686,0,0.00,0.00,0.00,0
E02002215,"Toller Lane & Infirmary",378,108.0,913.55,10.317,1,0.00,729.94,0.00,0
E02002216,"Manningham & Lister Park",373,339.0,238.94,6.325,2,0.00,0.00,0.00,0
E02002217,"Undercliffe",400,174.0,462.12,3.085,0,0.00,502.36,0.00,0
E02002218,"Allerton",302,55.0,315.06,21.766,0,0.00,2731.85,0.00,0
E02002219,"Girlington",407,244.0,275.10,2.525,0,0.00,0.00,0.00,0
E02002220,"Thornbury",437,130.0,1480.97,0.233,3,0.00,9228.19,0.00,0
E02002221,"Central Bradford & Barkerend West",502,1738.0,5171.66,23.575,8,0.00,3271.16,0.00,0
E02002222,"Fairweather Green",350,249.0,306.77,13.830,0,0.00,354.20,0.00,0
E02002223,"Brown Royd",430,176.0,1761.98,4.234,2,0.00,10250.22,71110.49,0
