MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres,supermarket,warehouse,brownfield
E02002224,"Barkerend East",467,209.0,438.85,0.220,0,0.00,0.00,0.00,0
E02002225,"Thornton",272,249.0,715.59,29.622,0,0.00,8226.97,0.00,0
E02002226,"Shearbridge & University",552,226.0,2313.49,5.323,1,0.00,0.00,20240.36,0
E02002227,"Broomfields & East Bowling",691,303.0,746.58,7.509,0,0.00,0.00,0.00,0
E02002228,"Laisterdyke & Bowling",569,209.0,938.32,10.640,1,0.00,0.00,14413.40,0
E02002229,"Clayton",401,200.0,633.55,9.713,0,0.00,0.00,0.00,0
E02002230,"Holme Top",675,518.0,1704.27,17.055,0,0.00,1885.03,0.00,0
E02002231,"Scholemoor",492,304.0,580.00,9.772,7,0.00,0.00,0.00,0
E02002232,"Great Horton & Brackenhill",608,209.0,72.22,3.161,2,0.00,13330.68,0.00,0
E02002233,"Canterbury",717,133.0,237.81,2.519,0,0.00,1493.69,0.00,0
E02002234,"Holme Wood",605,155.0,227.91,9.906,0,0.00,0.00,0.00,0
E02002235,"Bowling Park",801,205.0,315.21,3.963,1,0.00,0.00,0.00,0
E02002236,"Wibsey St Enoch's",654,126.0,240.05,7.771,1,0.00,864.68,0.00,0
E02002237,"Horton Bank",532,159.0,168.65,6.909,0,0.00,0.00,0.00,0
E02002238,"Bankfoot",769,126.0,422.83,8.313,2,0.00,7938.53,59.33,0
E02002239,"Bierley & Tong",733,316.0,2088.10,13.870,2,92994.58,119.04,171630.93,0
E02002240,"Queensbury",357,434.0,553.28,39.608,0,0.00,3802.80,0.00,0
E02002241,"Buttershaw",631,132.0,408.36,22.130,2,0.00,3892.99,0.00,0
E02002242,"Low Moor",768,337.0,1044.20,14.193,3,0.00,422.72,0.00,0
E02002243,"Wyke",808,132.0,535.83,15.368,1,0.00,2776.09,0.00,0
E02002244,"Illingworth & Ogden",287,448.0,470.00,11.956,0,0.00,0.00,0.00,0
E02002245,"Mixenden",288,115.0,157.95,8.079,0,0.00,0.00,0.00,0
E02002246,"Northowram & Shelf",548,503.0,586.95,22.076,3,0.00,1984.67,0.00,0
E02002247,"Hebden Bridge",186,268.0,885.84,41.970,4,0.00,1072.61,0.00,0
E02002248,"Wheatley & Ovenden West",335,422.0,359.28,15.688,0,0.00,4441.62,0.00,0
E02002249,"Ovenden East",377,328.0,0.00,13.465,0,0.00,0.00,0.00,0
E02002250,"Mytholmroyd & Cragg Vale",304,199.0,1000.33,27.729,0,0.00,515.34,0.00,0
E02002251,"Central Halifax & Boothtown",462,653.0,6306.81,54.154,6,0.00,10274.93,0.00,0
E02002252,"Norton Tower & Mount Tabor",335,203.0,90.50,9.026,0,0.00,0.00,0.00,0
E02002253,"Pellon West & Highroad Well",353,209.0,619.33,8.417,0,0.00,7673.22,0.00,0
E02002254,"Hipperholme",695,337.0,130.01,19.895,3,0.00,0.00,0.00,0
E02002255,"Pellon East",414,307.0,879.18,3.854,0,0.00,1348.26,0.00,0
E02002256,"Todmorden West & Cornholme",133,69.0,1017.81,25.438,1,0.00,2363.51,0.00,0
E02002257,"King Cross",422,209.0,30.00,2.934,0,0.00,0.00,0.00,0
E02002258,"Clifton & Bailiff Bridge",730,637.0,5994.06,33.927,6,0.00,12536.15,18672.79,0
E02002259,"Savile Park",500,510.0,1627.45,8.949,3,1907.12,6236.54,0.00,0
E02002260,"Sowerby Bridge",495,297.0,758.64,33.762,3,0.00,5247.32,0.00,0
E02002261,"Southowram & Siddal",639,366.0,1856.19,23.338,1,0.00,0.00,0.00,0
E02002262,"Brighouse",740,421.0,1555.69,49.278,4,0.00,0.00,46.95,0
E02002263,"Sowerby & Luddendenfoot",539,203.0,276.00,23.190,0,0.00,0.00,0.00,0
E02002264,"Skircoat Green",617,307.0,1274.97,18.502,0,0.00,0.00,0.00,0
E02002265,"Todmorden East & Walsden",134,126.0,1093.69,13.918,1,0.00,4002.08,0.00,0
E02002266,"Rastrick East",748,124.0,762.11,16.108,0,0.00,0.00,0.00,0
E02002267,"Rastrick West",837,385.0,1207.94,19.896,0,0.00,0.00,1064.90,0
E02002268,"Elland",835,759.0,2521.91,24.981,3,0.00,6180.98,7035.44,0
E02002269,"Greetland & Stainland",691,285.0,1121.81,30.209,0,0.00,0.00,4206.25,0
E02002270,"Ripponden",799,373.0,900.70,37.564,0,0.00,726.75,0.00,0
E02002271,"Birkenshaw",759,437.0,606.69,28.552,0,0.00,435.60,0.00,0
E02002272,"Birstall",779,200.0,2951.45,15.083,3,0.00,2144.09,12816.66,0
E02002273,"Scholes & Hunsworth",939,159.0,129.38,15.654,2,0.00,150.65,0.00,0
E02002274,"Gomersal",693,227.0,80.58,14.398,0,0.00,350.43,0.00,0
E02002275,"Cleckheaton",781,219.0,1135.52,47.990,2,0.00,1743.16,0.00,0
E02002276,"Wilton Park",643,145.0,198.08,9.916,0,0.00,0.00,0.00,0
E02002277,"Upper Batley & Soothill",616,445.0,542.71,8.384,0,0.00,0.00,0.00,0
E02002278,"Hightown & Hartshead Moor",739,164.0,163.51,17.369,0,0.00,0.00,0.00,0
E02002279,"Liversedge",602,185.0,364.07,21.749,0,0.00,0.00,0.00,0
E02002280,"Batley Central",557,124.0,1254.87,12.359,3,0.00,9862.45,0.00,0
E02002281,"Heckmondwike North",547,128.0,377.28,15.401,1,0.00,0.00,0.00,0
E02002282,"Staincliffe & Healey",511,191.0,32.89,6.556,0,0.00,0.00,0.00,0
E02002283,"Batley Carr & Mount Pleasant",535,280.0,902.29,9.527,2,0.00,0.00,0.00,0
E02002284,"Shaw Cross & Hanging Heaton",623,362.0,1174.82,15.967,0,0.00,418.18,0.00,0
E02002285,"Heckmondwike Town",623,188.0,1373.17,20.776,0,0.00,7097.80,0.00,0
E02002286,"Dewsbury Moor Upper",502,170.0,1402.78,4.126,1,0.00,0.00,0.00,0
E02002287,"Dewsbury Central & Westborough",493,407.0,3430.16,17.567,2,0.00,6858.32,0.00,0
E02002288,"Earlsheaton & Chickenley",583,289.0,107.97,13.736,0,0.00,61.64,0.00,0
E02002289,"Dewsbury Moor Lower & Westtown",491,156.0,183.34,4.966,0,0.00,0.00,0.00,0
E02002290,"Northorpe & Crossley",617,106.0,210.30,21.015,0,0.00,354.44,0.00,0
E02002291,"Battyeford",709,106.0,252.68,21.493,0,0.00,274.87,0.00,0
E02002292,"Bradley & North Fixby",705,392.0,764.89,14.654,0,0.00,0.00,0.00,0
E02002293,"Ravensthorpe",521,262.0,362.66,5.858,2,0.00,0.00,0.00,0
E02002294,"Dewsbury Savile Town & Thornhill Lees",451,262.0,1710.20,24.395,0,0.00,7014.66,0.00,0
E02002295,"Deighton & Brackenhall",635,268.0,666.53,17.080,3,0.00,8604.82,0.00,0
E02002296,"Mirfield Central & Hopton",669,197.0,1158.92,34.329,2,0.00,4635.83,0.00,0
E02002297,"Cowcliffe & South Fixby",863,538.0,130.42,19.975,0,0.00,268.36,0.00,0
E02002298,"Thornhill",504,358.0,275.09,9.270,0,0.00,460.01,0.00,0
E02002299,"Huddersfield Leeds Road & Fartown",685,825.0,4269.17,45.770,4,0.00,22631.11,0.00,0
E02002300,"North Lindley & Birchencliffe",905,256.0,279.61,20.684,1,0.00,0.00,0.00,0
E02002301,"Birkby",794,282.0,17.32,12.531,0,0.00,0.00,0.00,0
E02002302,"Kirkheaton",662,534.0,933.12,15.253,0,0.00,9104.84,0.00,0
E02002303,"Oakes & South Lindley",816,414.0,686.42,19.173,2,0.00,0.00,0.00,0
E02002304,"Edgerton & Marsh",749,414.0,811.67,5.667,1,0.00,0.37,0.00,0
E02002305,"Rawthorpe",486,196.0,199.59,8.563,0,0.00,0.00,0.00,0
E02002306,"Scapegoat Hill",735,261.0,506.18,12.423,0,0.00,294.60,2001.11,0
E02002307,"Dalton Long Lane",552,196.0,32.77,9.036,0,0.00,0.00,0.00,0
E02002308,"Longwood & Quarmby",838,261.0,50.26,20.601,0,0.00,0.00,0.00,0
E02002309,"Paddock & Greenhead",652,325.0,657.63,3.451,0,0.00,1125.81,0.00,0
E02002310,"Moldgreen & Ravensknowle Park",500,196.0,100.83,7.480,0,0.00,0.00,0.00,0
E02002311,"Golcar",713,261.0,597.73,9.972,0,0.00,600.89,0.00,0
E02002312,"Aspley",485,390.0,1313.00,9.603,0,0.00,1868.15,0.00,0
E02002313,"Lockwood",563,193.0,326.32,4.090,1,0.00,220.06,0.00,0
E02002314,"Almondbury & Waterloo",449,411.0,233.22,9.381,0,0.00,347.90,0.00,0
E02002315,"Cowlersley & Milnsbridge",594,454.0,159.95,16.492,0,0.00,331.00,0.00,0
E02002316,"Lepton",496,836.0,434.54,29.132,0,0.00,0.00,0.00,0
E02002317,"Crosland Moor",525,193.0,250.34,9.218,0,0.00,0.00,0.00,0
E02002318,"Primrose Hill",429,193.0,142.68,9.510,0,0.00,0.00,0.00,0
E02002319,"Slaithwaite & Linthwaite",471,129.0,472.38,13.081,2,0.00,1992.18,232.63,0
E02002320,"Netherton & South Crosland",426,580.0,155.70,11.355,0,0.00,0.00,0.00,0
E02002321,"Kirkburton & Farnley Tyas",421,568.0,552.78,33.150,0,0.00,0.00,0.00,0
E02002322,"Marsden & Pole Moor",357,320.0,1061.77,8.814,0,0.00,0.00,0.00,0
E02002323,"Honley & Brockholes",328,475.0,231.08,52.678,0,0.00,0.00,0.00,0
E02002324,"Emley & Skelmanthorpe",369,480.0,499.27,30.368,0,0.00,368.13,0.00,0
E02002325,"Meltham",339,475.0,705.51,50.746,0,0.00,3223.60,83.48,0
E02002326,"Shelley & Shepley",346,320.0,758.46,25.623,0,0.00,298.00,0.00,0
E02002327,"Denby Dale",363,232.0,752.28,69.019,0,0.00,0.00,16.56,0
E02002328,"Upperthong & Holmbridge",355,387.0,1140.94,46.492,3,0.00,2076.09,3296.25,0
E02002329,"Holmfirth",337,707.0,1075.51,119.548,2,0.00,3939.17,2683.75,0
E02002330,"Wetherby West",506,169.0,402.15,44.920,0,0.00,479.63,0.00,0
E02002331,"Wetherby East & Thorp Arch",531,527.0,7522.61,113.042,7,0.00,8600.59,4384.69,98.18
E02002332,"Otley North",215,122.0,1163.97,15.711,1,0.00,28.11,0.00,9.95
E02002333,"Otley South",226,449.0,2966.86,53.812,5,0.00,8169.46,0.00,3.65
E02002334,"Boston Spa & Bramham",529,190.0,899.72,54.370,1,0.00,294.94,0.00,3.49
E02002335,"Collingham",420,734.0,3983.19,55.652,2,0.00,0.00,0.00,0.98
E02002336,"Bramhope & Pool-in-Wharfedale",242,752.0,13156.47,51.247,0,0.00,0.00,0.00,0
E02002337,"Guiseley North & West",194,553.0,1298.05,43.728,0,0.00,1837.56,0.00,5.43
E02002338,"Guiseley East & South",202,228.0,1510.74,40.384,1,0.00,5964.71,1241.67,0.24
E02002339,"Yeadon West",240,354.0,1592.11,61.085,5,0.00,7491.91,0.00,1.87
E02002340,"Yeadon East",272,124.0,1169.14,13.925,0,0.00,143.54,0.00,5.96
E02002341,"Alwoodley",287,750.0,978.40,53.967,1,0.00,0.00,0.00,0
E02002342,"Cookridge & Holt Park",253,276.0,670.89,27.017,0,0.00,0.00,0.00,0
E02002343,"Yeadon South",269,124.0,1026.59,16.895,0,0.00,0.00,0.00,0.26
E02002344,"Primley Park & Wigton Moor",314,352.0,597.81,105.404,0,0.00,0.00,0.00,0
E02002345,"Adel",302,276.0,967.19,43.981,1,0.00,281.43,0.00,14.55
E02002346,"Tinshill",254,402.0,1058.33,29.997,0,0.00,0.00,0.00,1.28
E02002347,"Moor Allerton",321,628.0,1405.64,54.064,0,0.00,7008.71,0.00,0
E02002348,"Lawnswood & Ireland Wood",278,402.0,531.58,98.459,0,0.00,319.52,0.00,0
E02002349,"Roundhay Park & Slaid Hill",331,585.0,664.77,32.493,0,0.00,260.64,0.00,1.38
E02002350,"Horsforth West",298,402.0,2423.59,46.895,3,0.00,3769.76,0.00,0.24
E02002351,"Scarcroft",407,623.0,1077.46,31.980,0,0.00,0.00,0.00,5.79
E02002352,"Moortown",352,696.0,692.96,45.019,0,0.00,526.36,0.00,0.52
E02002353,"Roundhay West",317,585.0,358.96,22.201,0,0.00,0.00,0.00,0.4
E02002354,"Carr Manor",396,586.0,734.29,33.570,0,0.00,0.00,0.00,0
E02002356,"Horsforth South & Rawdon",338,1231.0,2229.13,60.591,2,0.00,0.00,0.00,29.92
E02002357,"Horsforth East",295,126.0,1480.12,46.219,0,0.00,0.00,0.00,2.84
E02002358,"Whinmoor",392,1043.0,751.26,51.015,0,0.00,0.00,0.00,0
E02002359,"Aberford",454,714.0,893.05,39.741,0,0.00,0.00,0.00,0
E02002360,"Meanwood",357,510.0,644.38,13.406,0,0.00,1624.76,0.00,1.47
E02002361,"Gledhow",372,233.0,520.77,21.578,1,0.00,0.00,0.00,0
E02002362,"Hawksworth & West Park",308,17958.0,498.54,20.773,0,0.00,0.00,0.00,42.68
E02002363,"Chapel Allerton North",417,344.0,350.71,10.909,3,0.00,3278.74,0.00,0.61
E02002364,"Seacroft North & Monkswood",399,125.0,1346.09,16.079,0,0.00,9026.75,0.00,1.75
E02002366,"Lady Wood & Oakwood",388,233.0,848.64,26.497,0,0.00,5611.94,0.00,0.3
E02002367,"Meanwood South & Sugarwell",451,234.0,77.68,9.171,0,0.00,0.00,0.00,9.41
E02002368,"Calverley & Farsley North",407,1188.0,103.79,22.159,1,0.00,0.00,0.00,3.62
E02002369,"Hollin Park & Fearnville",376,358.0,93.89,21.596,0,0.00,465.61,0.00,3.67
E02002370,"Swarcliffe",429,9174.0,116.60,18.875,0,0.00,0.00,161.68,6.22
E02002371,"Chapel Allerton South & Chapeltown",498,344.0,1158.25,19.097,0,0.00,0.00,0.00,0.86
E02002373,"Headingley",385,123.0,3482.48,13.569,1,0.00,656.31,0.00,0
E02002374,"Kirkstall",400,17579.0,2085.27,11.250,3,0.00,7286.10,0.00,4.4
E02002375,"Bramley Fall",391,8616.0,530.59,7.228,0,0.00,0.00,0.00,4.04
E02002376,"Gipton North",417,653.0,107.01,19.362,1,0.00,1085.32,0.00,4.01
E02002377,"Harehills North",462,344.0,108.86,40.952,0,0.00,818.63,0.00,0.33
E02002379,"Seacroft South",442,271.0,658.80,15.114,0,0.00,1465.45,0.00,6.08
E02002380,"Bramley Park North",365,293.0,53.98,7.886,0,0.00,0.00,0.00,2.56
E02002381,"Rodley & Stanningley Park",357,293.0,380.79,15.741,1,0.00,0.00,0.00,1.93
E02002382,"Harehills South",490,653.0,503.98,11.007,1,0.00,4174.88,0.00,0.45
E02002383,"Hyde Park",500,123.0,87.92,11.593,0,0.00,0.00,0.00,0
E02002384,"Woodhouse & Little London",583,9398.0,4734.48,39.425,4,0.00,567.50,11110.59,9.25
E02002385,"Burley",495,9064.0,2436.69,11.289,2,0.00,1424.78,0.00,1.04
E02002386,"Cross Gates East & Manston",536,399.0,2025.14,39.120,0,0.00,263.80,8886.15,31.77
E02002387,"Bramley Park South",449,109.0,704.36,16.076,0,0.00,1479.29,387.77,1.47
E02002388,"Bramley East",437,10535.0,150.47,9.938,0,0.00,0.00,0.00,1.42
E02002389,"Gipton South & Killingbeck Park",470,778.0,81.21,5.491,1,0.00,2465.28,0.00,2.88
E02002390,"Cross Gates West & Killingbeck",499,691.0,1727.39,22.292,2,0.00,9585.04,0.00,11.97
E02002391,"Farsley South",401,293.0,3103.17,28.021,2,0.00,9828.46,0.00,1.63
E02002392,"University & Little Woodhouse",615,9069.0,1936.15,1.054,8,0.00,0.00,0.00,3.71
E02002393,"Lincoln Green & St James",544,792.0,4048.48,50.443,1,0.00,2789.28,3883.66,3.61
E02002394,"Burmantofts",516,9323.0,923.59,5.478,1,0.00,1137.16,0.00,11.37
E02002395,"New Pudsey",446,261.0,2304.65,13.062,0,0.00,0.00,0.00,2.15
E02002396,"Bramley South & Upper Armley",500,1982.0,765.31,12.719,0,0.00,5446.92,0.00,4.09
E02002397,"Pudsey North East",465,293.0,196.40,14.734,0,0.00,680.99,0.00,3.53
E02002398,"Temple Newsam & Graveleythorpe",556,691.0,2576.51,30.237,0,0.00,2086.81,45521.21,0.24
E02002399,"Osmondthorpe & Neville Hill",574,588.0,1029.40,4.256,0,2767.70,0.00,19814.69,18.45
E02002400,"Armley & New Wortley",625,19395.0,4928.36,18.490,2,0.00,2377.29,0.00,17.26
E02002401,"Halton Moor",530,566.0,3186.13,14.897,7,17.20,0.00,92770.49,3.26
E02002402,"Colton",612,146.0,5686.47,27.595,5,0.00,6666.45,0.00,0
E02002403,"Garforth West",542,253.0,2134.25,32.311,7,0.00,13962.23,0.00,0.75
E02002404,"East End Park & Richmond Hill",658,420.0,873.89,8.145,0,0.00,0.00,0.00,12.86
E02002405,"Pudsey South West",369,362.0,259.23,21.561,3,0.00,0.00,0.00,0.77
E02002406,"Garforth East",538,253.0,628.16,25.492,0,0.00,0.00,0.00,7.99
E02002407,"Farnley East",611,1982.0,532.98,14.859,0,0.00,1561.33,0.00,0
E02002408,"Pudsey South East",455,207.0,547.04,46.303,1,0.00,0.00,0.00,1.95
E02002409,"Farnley West & Gamble Hill",590,2164.0,21.12,7.343,0,0.00,272.41,0.00,11.26
E02002410,"Wortley",658,1896.0,1383.39,9.910,1,0.00,1698.40,4776.92,1.84
E02002411,"Holbeck",738,10916.0,2541.67,5.282,1,0.00,978.84,4409.61,25.77
E02002412,"New Farnley & Lower Wortley",731,2078.0,740.45,11.238,1,0.00,4.39,0.00,9.04
E02002414,"Beeston Hill & Hunslet Moor",675,285.0,1064.87,4.464,2,0.00,2293.15,0.00,3.68
E02002415,"Cross Flats Park & Garnets",690,117.0,197.52,1.397,0,0.00,559.49,0.00,0.37
E02002416,"Garforth South",564,569.0,3002.53,60.549,1,748.96,0.00,747.49,0
E02002417,"Kippax East",539,427.0,683.69,31.058,0,0.00,0.00,0.00,127.64
E02002418,"Kippax West",472,253.0,462.80,27.928,0,0.00,2410.19,0.00,1.18
E02002419,"Beeston West & Cottingley",730,11098.0,5168.42,3.935,10,0.00,5542.10,0.00,4.89
E02002420,"Beeston East",677,117.0,625.94,1.986,0,0.00,430.64,0.00,2.39
E02002421,"Belle Isle North",706,168.0,182.96,12.478,0,0.00,0.00,0.00,0
E02002422,"Churwell",593,299.0,5522.14,18.608,7,0.00,9389.23,0.00,0
E02002423,"Belle Isle South",627,168.0,2763.77,6.125,17,0.00,0.00,0.00,0
E02002424,"Morley North & Gildersome East",823,182.0,101.27,23.472,0,77722.36,0.00,0.00,0.28
E02002425,"Drighlington & Gildersome West",815,436.0,305.77,32.986,0,19275.56,701.86,0.00,8.94
E02002426,"Woodlesford & Oulton",646,170.0,776.58,30.264,2,0.00,1478.66,0.00,5.09
E02002427,"Rothwell Inner",629,170.0,880.14,26.886,6,0.00,8426.20,0.00,0
E02002428,"Middleton Town Street",555,455.0,2075.98,7.570,3,0.00,8296.44,0.00,2.48
E02002429,"Rothwell Outer",588,503.0,882.88,29.737,0,0.00,621.06,0.00,2.17
E02002430,"Middleton Park Avenue",633,467.0,324.64,7.740,0,0.00,0.00,0.00,5.91
E02002431,"Morley East",700,347.0,1334.34,26.348,2,0.00,0.00,0.00,8.75
E02002432,"Methley",553,597.0,464.51,22.929,0,0.00,0.00,0.00,3.9
E02002433,"Morley Central",684,600.0,1270.66,48.223,7,0.00,5324.36,0.00,3.22
E02002434,"Robin Hood",778,333.0,353.50,28.588,0,0.00,0.00,0.00,9.57
E02002435,"Morley Bruntcliffe & Woodkirk",691,581.0,1450.19,28.020,3,0.00,10513.20,3537.78,0.21
E02002436,"Tingley East & East Ardsley",722,165.0,623.03,28.706,0,0.00,221.78,0.00,2.19
E02002437,"Tingley West & West Ardsley",762,479.0,95.13,21.965,0,0.00,0.00,0.00,17.92
E02002438,"Ferry Fryston",540,174.0,142.23,11.296,0,0.00,0.00,0.00,0
E02002439,"Castleford Town",553,174.0,1829.33,24.585,2,0.00,3016.42,415.69,0
E02002440,"Airedale",593,337.0,42.35,12.374,0,0.00,0.00,0.00,0
E02002441,"Castleford West",595,174.0,1151.64,16.346,0,0.00,0.00,0.00,0
E02002442,"Glasshoughton",629,337.0,6543.89,11.909,6,0.00,9931.89,25203.86,0
E02002443,"Outwood East",582,305.0,878.14,14.088,1,0.00,0.00,0.00,0
E02002444,"Stanley",651,546.0,1845.42,28.448,0,0.00,321.59,0.00,0
E02002445,"Outwood West",599,619.0,2311.96,13.343,4,0.00,4767.47,0.00,0
E02002446,"Altofts",585,410.0,1077.34,16.198,0,25318.05,0.00,24636.81,0
E02002447,"Knottingley",537,57.0,366.27,11.139,1,0.00,8743.81,0.00,0
E02002448,"Ferrybridge & West Knottingley",644,57.0,3319.66,12.624,4,56878.06,0.00,56878.06,0
E02002449,"Pontefract North East",577,163.0,455.73,18.513,0,0.00,1867.61,0.00,0
E02002450,"Normanton East",632,245.0,1171.06,35.619,1,17642.63,746.10,61289.97,0
E02002451,"Wrenthorpe & Kirkhamgate",667,454.0,3575.18,25.365,0,0.00,0.00,7484.75,0
E02002452,"Pontefract North West",569,300.0,4241.12,50.239,2,0.00,10703.56,0.00,0
E02002453,"Normanton West",551,211.0,1277.47,26.960,2,0.00,3054.40,0.00,0
E02002454,"Wakefield Central",591,867.0,6473.33,69.845,4,0.00,12660.61,1970.76,0
E02002455,"Pontefract South East",515,163.0,685.16,11.141,1,0.00,0.00,0.00,0
E02002456,"Wakefield St John's",583,454.0,2449.94,23.759,1,0.00,1489.32,0.00,0
E02002457,"Eastmoor",531,140.0,153.26,7.862,0,0.00,669.71,0.00,0
E02002458,"Ossett North",608,222.0,488.05,21.538,0,0.00,0.00,0.00,0
E02002459,"Alverthorpe & Flanshaw",582,426.0,1373.80,28.950,0,0.00,6938.00,0.00,0
E02002460,"Pontefract South West",512,163.0,202.85,17.776,0,0.00,0.00,0.00,0
E02002461,"Streethouse & Sharlston Common",597,573.0,1761.51,28.655,0,13264.74,0.00,32898.37,0
E02002462,"Ossett West",591,222.0,812.17,24.690,1,0.00,3171.09,0.00,0
E02002463,"Lupset",603,426.0,177.76,23.252,0,0.00,0.00,0.00,0
E02002464,"Featherstone",485,80.0,535.01,23.276,1,0.00,3410.89,15281.13,0
E02002465,"Thornes",548,454.0,3019.01,27.979,2,0.00,2969.11,0.00,0
E02002466,"Ossett South East & Horbury Bridge",590,360.0,171.70,27.003,0,0.00,0.00,0.00,0
E02002467,"Agbrigg & Belle Isle",469,454.0,1260.82,17.010,2,0.00,0.00,0.00,0
E02002468,"Horbury",508,248.0,935.15,26.111,2,0.00,1196.96,0.00,0
E02002469,"Crofton",411,468.0,1207.14,20.807,0,0.00,693.18,389.12,0
E02002470,"Sandal",506,314.0,1088.73,27.074,2,0.00,12597.70,0.00,0
E02002471,"Ackworth & Darrington",414,635.0,786.16,36.477,2,0.00,1842.84,0.00,0
E02002472,"Netherton & Middlestown",469,498.0,686.80,22.013,0,0.00,0.00,0.00,0
E02002473,"Durkar & Crigglestone",639,562.0,1406.90,20.389,1,0.00,0.00,0.00,0
E02002474,"Kettlethorpe & Chapelthorpe",573,562.0,496.90,19.903,0,0.00,356.75,14478.02,0
E02002475,"Walton",470,1008.0,3261.05,26.214,3,0.00,0.00,0.00,0
E02002476,"Kinsley & Fitzwilliam",329,415.0,635.00,11.023,0,0.00,0.00,0.00,0
E02002477,"Ryhill & South Hiendley",369,396.0,17.18,17.365,0,0.00,0.00,0.00,0
E02002478,"Upton",489,250.0,142.58,9.079,0,0.00,385.16,0.00,0
E02002479,"Hemsworth Town",410,228.0,570.81,14.304,2,0.00,7021.31,0.00,0
E02002480,"Moorthorpe",448,87.0,879.65,9.171,1,0.00,3347.13,0.00,0
E02002481,"South Elmsall",442,87.0,2375.35,11.024,1,0.00,170.96,190063.88,0
E02002482,"South Kirkby",393,148.0,255.03,10.247,0,0.00,538.02,0.00,0
