MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres,supermarket,warehouse,brownfield
E02004944,"St Nicholas",0,262.0,2110.52,12.390,0,0.00,0.00,0.00,0
E02004945,"Woodfield & Old Town",0,262.0,2971.56,18.615,1,0.00,7459.90,0.00,2.55
E02004946,"Martins Wood",0,448.0,487.18,7.381,0,0.00,0.00,0.00,0
E02004947,"Chells North",0,284.0,129.91,9.651,0,0.00,0.00,0.00,0
E02004948,"Symonds Green",0,448.0,1069.72,12.672,0,0.00,0.00,0.00,1.13
E02004949,"Pin Green",0,262.0,670.75,16.705,0,0.00,1038.24,0.00,0
E02004950,"Chells South",0,186.0,170.15,14.533,0,0.00,0.00,0.00,1.39
E02004951,"Bedwell",0,448.0,6617.90,18.292,4,0.00,8891.14,0.00,0
E02004952,"Poplars",0,186.0,907.60,10.632,0,0.00,7207.51,0.00,0
E02004953,"Shephall",0,186.0,293.08,16.191,0,0.00,0.00,0.00,0
E02004954,"Roebuck",0,1066.0,7107.98,70.044,1,0.00,12184.95,25418.07,0.54
E02004955,"Broadwater & Bragbury End",0,186.0,462.99,11.900,0,0.00,0.00,0.00,0
