MSOA11CD,Representative Charging Devices
E02004765,15.109
E02004766,18.724
E02004767,9.164
E02004768,16.222
E02004769,9.091
E02004770,12.727
E02004771,13.382
E02004772,21.072
E02004774,42.494
E02004775,48.117
E02004776,22.026
E02004777,32.304
E02004778,20.557
E02004779,56.262
E02004780,13.264
E02004781,48.134
E02004782,26.830
E02004783,19.294
E02004784,17.569
E02004785,36.627
E02004786,19.093
E02004787,41.096
E02004788,54.124
E02004789,29.720
E02004790,43.127
E02004791,11.376
E02004792,23.987
E02004793,34.806
E02004794,29.772
E02004795,93.062
E02004796,22.229
E02004797,29.220
E02004798,12.133
E02004799,25.433
E02004800,18.133
E02004801,33.102
E02004802,12.422
E02004803,9.050
E02004804,11.273
E02004805,19.054
E02004806,16.275
E02004807,26.278
E02004808,59.883
E02004809,32.414
E02004810,19.461
E02004811,6.682
E02004812,8.792
E02004813,11.099
E02004814,22.430
E02004815,10.245
E02004816,45.287
E02004817,47.526
E02004818,30.209
E02004819,17.453
E02004820,36.124
E02004821,34.013
E02004822,48.353
E02004823,36.915
E02004824,83.058
E02004825,35.440
E02004826,42.037
E02004827,21.932
E02004828,17.535
E02004829,45.405
E02004830,29.829
E02004831,53.912
E02004832,78.488
E02004833,47.387
E02004834,88.970
E02004835,49.424
E02004836,23.376
E02004837,43.991
E02004838,68.321
E02004839,61.244
E02004840,81.405
E02004841,62.271
E02004842,39.390
E02004843,6.684
E02004844,8.168
E02004845,34.339
E02004846,26.207
E02004847,25.983
E02004848,20.517
E02004849,35.051
E02004850,10.131
E02004851,16.563
E02004852,11.392
E02004853,19.517
E02004854,9.591
E02004855,49.972
E02004856,37.118
E02004857,68.239
E02004858,20.718
E02004859,34.060
E02004860,8.396
E02004861,43.179
E02004862,10.721
E02004863,11.948
E02004864,94.495
E02004865,11.742
E02004866,11.472
E02004867,28.605
E02004868,34.396
E02004869,32.979
E02004870,74.136
E02004871,8.900
E02004872,26.335
E02004873,37.118
E02004874,16.793
E02004875,36.467
E02004876,51.259
E02004877,53.071
E02004878,43.013
E02004879,44.984
E02004880,46.416
E02004881,39.496
E02004882,26.454
E02004883,30.159
E02004884,95.018
E02004885,18.200
E02004886,42.340
E02004887,44.528
E02004888,37.784
E02004889,31.163
E02004890,65.662
E02004891,35.980
E02004892,20.874
E02004893,14.145
E02004894,94.597
E02004895,30.310
E02004896,69.932
E02004897,21.488
E02004898,25.787
E02004899,47.335
E02004900,149.211
E02004901,31.446
E02004902,74.364
E02004903,39.632
E02004904,22.741
E02004905,40.214
E02004906,31.990
E02004907,88.623
E02004908,60.042
E02004909,22.223
E02004910,82.817
E02004911,14.605
E02004912,28.162
E02004913,75.798
E02004914,57.933
E02004915,11.241
E02004916,33.515
E02004917,19.477
E02004918,35.162
E02004919,22.311
E02004920,93.389
E02004921,30.797
E02004922,66.385
E02004923,71.865
E02004924,49.000
E02004925,56.600
E02004926,132.000
E02004927,53.232
E02004928,48.754
E02004929,47.879
E02004930,42.861
E02004931,38.221
E02004932,30.567
E02004933,16.427
E02004934,25.976
E02004935,54.647
E02004936,145.415
E02004937,41.851
E02004938,43.292
E02004939,18.960
E02004940,22.324
E02004941,46.145
E02004942,44.143
E02004943,50.977
E02004944,12.390
E02004945,18.615
E02004946,7.381
E02004947,9.651
E02004948,12.672
E02004949,16.705
E02004950,14.533
E02004951,18.292
E02004952,10.632
E02004953,16.191
E02004954,70.044
E02004955,11.900
E02004956,40.693
E02004957,39.523
E02004958,35.563
E02004959,93.239
E02004960,23.340
E02004961,30.270
E02004962,55.311
E02004963,18.591
E02004964,45.886
E02004965,17.223
E02004966,54.269
E02004967,27.799
E02004968,30.487
E02004969,23.779
E02004970,29.069
E02004971,7.988
E02004972,10.481
E02004973,9.332
E02004974,24.171
E02004975,13.155
E02004976,37.419
E02004977,3.047
E02004978,99.209
E02004979,22.458
E02004980,57.924
E02004981,57.076
E02004982,25.649
E02004983,16.067
E02004984,11.819
E02004985,46.304
E02004986,65.744
E02004987,13.519
E02004988,13.660
E02004989,14.278
E02004990,35.290
E02004991,30.547
E02004992,9.870
E02004993,27.758
E02004994,30.466
E02004995,24.226
E02004996,47.207
E02004997,43.701
E02004998,16.826
E02004999,33.398
E02005000,95.340
E02005001,23.228
E02005002,20.021
E02005003,15.409
E02005004,14.949
E02005005,59.713
E02005006,26.757
E02005007,31.354
E02005008,40.674
E02005009,25.324
E02005010,21.821
E02005011,16.260
E02005012,27.690
E02005013,19.212
E02005014,25.855
E02005015,19.639
E02005016,21.533
E02005017,48.014
E02005018,25.025
E02005019,28.828
E02005020,18.748
E02005021,24.375
E02005022,16.516
E02005023,42.427
E02005025,12.303
E02005026,31.960
E02005027,30.710
E02005028,15.649
E02005029,37.494
E02005030,68.456
E02005031,16.668
E02005032,16.638
E02005033,20.842
E02005034,8.045
E02005035,18.747
E02005036,9.446
E02005037,21.420
E02005038,22.360
E02005039,22.172
E02005040,47.042
E02005041,35.895
E02005042,26.280
E02005043,13.125
E02005044,27.848
E02005045,14.424
E02005046,28.676
E02005047,12.588
E02005048,21.974
E02005049,24.861
E02005050,12.305
E02005051,9.390
E02005052,23.712
E02005053,9.885
E02005054,16.249
E02005055,10.313
E02005056,21.920
E02005057,48.519
E02005058,7.722
E02005059,11.523
E02005060,9.785
E02005061,8.108
E02005062,6.611
E02005063,10.105
E02005064,22.349
E02005065,8.669
E02005066,38.788
E02005067,21.249
E02005068,23.942
E02005069,17.654
E02005070,28.827
E02005071,108.799
E02005072,18.279
E02005073,34.957
E02005074,17.994
E02005075,31.899
E02005076,21.657
E02005077,18.844
E02005078,51.732
E02005079,25.602
E02005080,35.513
E02005081,34.022
E02005082,65.508
E02005083,26.711
E02005084,38.669
E02005085,42.835
E02005086,29.029
E02005087,11.708
E02005088,28.182
E02005089,16.884
E02005090,31.331
E02005091,48.390
E02005093,30.020
E02005094,54.409
E02005095,33.983
E02005096,34.545
E02005097,36.347
E02005098,156.980
E02005099,47.286
E02005100,48.317
E02005101,46.830
E02005102,36.573
E02005103,21.889
E02005104,9.026
E02005105,7.840
E02005106,9.340
E02005107,17.186
E02005109,27.296
E02005110,27.276
E02005111,34.204
E02005112,18.831
E02005113,16.697
E02005114,11.241
E02005115,14.916
E02005116,14.200
E02005117,9.308
E02005118,13.186
E02005119,4.594
E02005120,14.797
E02005121,19.406
E02005122,26.056
E02005123,24.681
E02005124,45.011
E02005125,9.770
E02005126,9.982
E02005127,22.451
E02005128,21.611
E02005129,41.132
E02005130,43.826
E02005131,25.886
E02005132,15.193
E02005133,17.184
E02005134,10.389
E02005135,23.913
E02005136,7.999
E02005137,8.771
E02005138,16.521
E02005139,26.083
E02005140,21.656
E02005141,40.696
E02005142,21.335
E02005143,8.520
E02005144,11.536
E02005145,24.654
E02005146,15.273
E02005147,13.276
E02005148,8.958
E02005149,29.500
E02005150,54.199
E02005151,34.405
E02005153,21.773
E02005154,77.934
E02005155,76.947
E02005156,35.626
E02005157,20.844
E02005158,24.957
E02005159,20.886
E02005160,74.587
E02005161,13.475
E02005162,37.118
E02005163,35.133
E02005164,97.830
E02005165,29.924
E02005166,21.422
E02005167,52.561
E02005168,27.667
E02005169,25.999
E02005170,26.144
E02005171,27.413
E02005172,54.050
E02005173,29.892
E02005174,39.217
E02005175,40.321
E02005176,10.615
E02005177,7.194
E02005178,36.138
E02005179,21.705
E02005180,11.903
E02005181,13.956
E02005182,6.997
E02005183,6.354
E02005184,10.583
E02005185,11.017
E02005186,9.937
E02005189,7.934
E02005190,29.115
E02005191,28.636
E02005192,34.218
E02005193,32.552
E02005194,32.507
E02005195,34.189
E02005196,42.175
E02005197,91.289
E02005198,55.341
E02005199,39.198
E02005200,27.915
E02005201,27.156
E02005202,41.269
E02005203,27.161
E02005204,45.565
E02005205,40.042
E02005206,19.847
E02005207,22.790
E02005208,62.382
E02005209,28.806
E02005210,25.145
E02005211,30.840
E02005212,22.275
E02005213,12.687
E02005214,9.581
E02005215,11.039
E02005216,5.257
E02005217,12.476
E02005218,7.184
E02005219,19.275
E02005220,6.811
E02005221,50.044
E02005222,28.486
E02005223,26.065
E02005224,8.046
E02005225,19.675
E02005226,23.460
E02005228,9.804
E02005229,11.628
E02005230,12.077
E02005231,8.762
E02005233,8.190
E02005234,43.590
E02005235,4.762
E02005236,25.155
E02005237,15.284
E02005238,6.571
E02005239,26.768
E02005240,12.787
E02005241,13.437
E02005242,16.497
E02005243,4.038
E02005244,3.968
E02005245,6.481
E02005246,6.437
E02005247,21.463
E02005248,9.885
E02005249,9.766
E02005250,21.649
E02005251,6.496
E02005252,12.934
E02005253,22.182
E02005254,32.729
E02005255,25.115
E02005256,25.187
E02005257,10.315
E02005258,33.131
E02005259,15.405
E02005260,11.194
E02005261,19.062
E02005262,23.672
E02005263,6.752
E02005264,24.906
E02005265,19.681
E02005266,8.264
E02005267,5.896
E02005268,8.789
E02005269,86.692
E02005270,45.370
E02005271,57.320
E02005272,30.122
E02005273,35.522
E02005274,39.076
E02005275,26.048
E02005276,41.589
E02005277,15.409
E02005278,25.966
E02005279,30.652
E02005280,34.551
E02005281,48.369
E02005284,14.780
E02005285,30.544
E02005286,17.843
E02005287,3.600
E02005288,10.735
E02005289,4.376
E02005290,10.487
E02005291,5.084
E02005292,4.560
E02005293,8.979
E02005294,22.034
E02005295,10.919
E02005296,28.745
E02005297,31.755
E02005298,34.482
E02005299,61.024
E02005300,27.459
E02005301,32.724
E02005302,29.653
E02005303,26.635
E02005304,37.406
E02005305,23.567
E02005306,29.937
E02005307,27.507
E02005308,29.281
E02005309,47.945
E02005310,47.412
E02005311,25.332
E02005312,12.273
E02005313,35.642
E02005314,14.875
E02005315,31.417
E02005316,9.852
E02005317,11.688
E02005318,20.115
E02005319,16.081
E02005320,4.617
E02005321,6.946
E02005322,30.245
E02005323,9.219
E02005324,35.071
E02005325,49.038
E02005326,21.111
E02005327,30.695
E02005328,15.713
E02005329,16.142
E02005330,16.960
E02005331,40.431
E02005332,19.137
E02005334,6.524
E02005335,32.256
E02005336,44.436
E02005337,10.921
E02005338,42.703
E02005339,45.765
E02005340,27.676
E02005341,27.007
E02005342,29.505
E02005343,25.252
E02005344,42.963
E02005345,22.146
E02005346,72.749
E02005347,21.071
E02005348,13.302
E02005349,41.411
E02005350,30.394
E02005351,10.995
E02005352,48.669
E02005353,17.317
E02005354,15.271
E02005355,33.604
E02005356,44.520
E02005357,32.748
E02005358,49.235
E02005359,49.171
E02005360,29.094
E02005361,55.732
E02005362,31.144
E02005363,10.385
E02005364,4.790
E02005365,8.989
E02005366,23.097
E02005368,41.965
E02005369,35.903
E02005370,27.708
E02005371,51.124
E02005372,63.341
E02005373,47.569
E02005374,83.213
E02005375,30.531
E02005376,70.566
E02005377,32.401
E02005378,3.018
E02005379,5.225
E02005380,53.607
E02005381,25.604
E02005382,38.287
E02005383,21.979
E02005384,39.261
E02005385,23.349
E02005386,122.086
E02005387,34.398
E02005388,23.232
E02005389,20.891
E02005390,42.142
E02005391,58.078
E02005392,39.490
E02005393,40.084
E02005394,18.556
E02005395,18.057
E02005396,51.263
E02005397,57.817
E02005398,37.108
E02005399,77.412
E02005400,18.713
E02005401,33.843
E02005402,28.703
E02005403,18.160
E02005404,33.124
E02005405,21.886
E02005406,62.850
E02005407,34.061
E02005408,34.461
E02005409,41.220
E02005412,22.466
E02005414,38.344
E02005415,24.030
E02005416,26.730
E02005417,16.468
E02005418,7.301
E02005419,25.040
E02005420,5.709
E02005422,17.834
E02005423,19.483
E02005424,33.679
E02005425,19.778
E02005426,18.629
E02005427,24.977
E02005428,10.383
E02005429,5.670
E02005430,34.120
E02005431,16.697
E02005432,24.955
E02005433,8.676
E02005434,20.531
E02005435,4.306
E02005436,14.764
E02005437,7.479
E02005438,4.201
E02005439,40.957
E02005440,10.993
E02005441,18.785
E02005442,12.457
E02005443,11.115
E02005444,31.400
E02005445,32.837
E02005446,81.051
E02005447,14.175
E02005448,14.851
E02005449,18.848
E02005450,26.917
E02005451,16.327
E02005452,19.322
E02005453,31.954
E02005455,40.191
E02005456,21.305
E02005457,29.757
E02005458,12.509
E02005459,26.734
E02005460,17.579
E02005461,26.306
E02005462,45.759
E02005463,18.087
E02005464,25.840
E02005465,23.821
E02005466,19.193
E02005467,17.698
E02005468,21.474
E02005469,39.536
E02005470,34.986
E02005471,21.585
E02005472,23.360
E02005473,17.414
E02005474,21.597
E02005475,28.173
E02005476,35.644
E02005477,35.802
E02005478,13.494
E02005479,45.565
E02005480,7.906
E02005481,19.736
E02005482,29.276
E02005483,26.789
E02005484,31.528
E02005485,42.738
E02005486,30.833
E02005487,38.502
E02005488,33.384
E02005489,23.168
E02005490,30.332
E02005491,83.379
E02005492,38.172
E02005493,22.160
E02005494,40.572
E02005495,35.077
E02005496,29.934
E02005497,12.674
E02005498,20.890
E02005499,20.254
E02005500,18.926
E02005501,18.254
E02005502,18.311
E02005503,24.584
E02005504,25.164
E02005505,10.199
E02005506,12.935
E02005507,24.253
E02005508,22.047
E02005509,22.325
E02005510,15.910
E02005511,14.601
E02005512,27.982
E02005513,37.442
E02005514,15.103
E02005515,23.750
E02005516,22.520
E02005517,5.453
E02005518,18.330
E02005519,10.115
E02005520,24.525
E02005521,42.617
E02005522,18.834
E02005523,20.327
E02005524,11.139
E02005525,35.738
E02005526,31.431
E02005527,26.241
E02005528,11.555
E02005529,8.599
E02005530,10.601
E02005531,8.938
E02005532,86.146
E02005533,38.081
E02005534,12.190
E02005535,15.852
E02005536,28.573
E02005537,28.019
E02005538,19.237
E02005539,18.912
E02005540,4.002
E02005541,1.919
E02005542,13.921
E02005543,6.204
E02005544,8.374
E02005545,6.496
E02005546,8.208
E02005547,10.315
E02005548,6.364
E02005549,6.803
E02005550,9.305
E02005551,12.206
E02005552,23.196
E02005553,19.714
E02005554,14.174
E02005555,7.718
E02005556,6.043
E02005557,7.063
E02005558,12.405
E02005559,6.867
E02005560,6.239
E02005561,45.048
E02005562,18.231
E02005563,15.378
E02005564,26.252
E02005565,14.192
E02005566,21.138
E02005567,19.816
E02005568,20.259
E02005569,13.292
E02005570,23.825
E02005571,22.482
E02005572,26.806
E02005573,26.171
E02005574,22.664
E02005575,27.796
E02005576,20.882
E02005577,7.578
E02005578,13.464
E02005579,29.676
E02005580,16.763
E02005581,26.021
E02005582,28.345
E02005583,32.050
E02005584,13.190
E02005585,5.713
E02005586,4.981
E02005587,11.260
E02005588,13.888
E02005589,12.672
E02005590,19.601
E02005592,6.165
E02005593,14.401
E02005594,7.430
E02005595,37.669
E02005596,15.412
E02005597,35.425
E02005598,45.238
E02005599,20.158
E02005600,27.041
E02005601,41.194
E02005602,56.303
E02005603,43.136
E02005604,43.720
E02005605,53.670
E02005606,25.005
E02005607,55.730
E02005608,29.926
E02005609,22.905
E02005610,27.842
E02005611,40.203
E02005612,18.578
E02005613,9.841
E02005614,49.671
E02005615,19.850
E02005616,15.116
E02005617,23.577
E02005619,61.207
E02005620,48.474
E02005621,48.984
E02005622,67.492
E02005623,50.158
E02005624,34.433
E02005625,59.551
E02005626,15.636
E02005627,40.269
E02005628,37.843
E02005629,39.908
E02005630,78.949
E02005631,65.518
E02005632,28.401
E02005633,22.690
E02005634,18.292
E02005635,31.093
E02005636,31.781
E02005637,35.817
E02005638,16.092
E02005639,35.863
E02005640,40.149
E02005641,54.299
E02005642,4.722
E02005643,7.524
E02005644,8.493
E02005645,70.926
E02005646,18.109
E02005647,28.436
E02005648,29.143
E02005649,61.589
E02005650,5.081
E02005651,25.615
E02005652,6.480
E02005653,19.320
E02005654,12.663
E02005655,14.571
E02005656,14.110
E02005657,7.485
E02005658,4.382
E02005659,7.091
E02005660,53.085
E02005661,8.118
E02005662,4.901
E02005663,8.887
E02005664,5.153
E02005665,18.090
E02005666,15.456
E02005667,15.649
E02005668,11.979
E02005669,8.796
E02005670,159.357
E02005671,2.261
E02005672,2.631
E02005673,17.195
E02005674,8.747
E02005675,23.792
E02005676,22.927
E02005677,62.259
E02005678,36.233
E02005679,21.918
E02005680,26.100
E02005681,39.490
E02005682,36.587
E02005683,56.108
E02005684,75.065
E02005685,102.271
E02005686,43.354
E02005687,38.638
E02005688,66.393
E02005689,46.945
E02005690,67.906
E02005691,44.066
E02005692,23.227
E02005693,7.910
E02005694,12.075
E02005695,35.986
E02005696,6.168
E02005697,13.378
E02005698,4.865
E02005699,6.602
E02005700,51.361
E02005701,70.532
E02005702,27.596
E02005703,26.262
E02005704,55.706
E02005705,56.764
E02005706,24.890
E02005707,16.947
E02005708,11.578
E02005709,21.124
E02005710,52.124
E02005711,18.483
E02005712,24.552
E02005713,12.518
E02005714,14.307
E02005715,42.172
E02005716,28.989
E02005717,37.575
E02005718,15.206
E02005719,34.561
E02005720,48.880
E02005721,28.065
E02005722,80.944
E02005723,65.329
E02005724,36.341
E02005725,96.597
E02005726,57.016
E02005727,28.129
E02005728,15.558
E02005729,50.089
E02005730,62.710
E02005731,63.295
E02005732,101.621
E02005733,49.796
E02005734,0.759
E02005735,20.483
E02005736,19.041
E02005737,17.939
E02005738,24.728
E02005739,24.358
E02005740,34.381
E02005741,24.896
E02005742,39.407
E02005743,26.372
E02005744,28.226
E02005745,23.275
E02005746,21.058
E02005747,38.846
E02005748,33.615
E02005749,47.125
E02005750,46.841
E02005751,56.788
E02005752,33.234
E02005753,43.307
E02005754,20.987
E02005755,18.032
E02005756,21.873
E02005757,23.558
E02005758,35.494
E02005759,50.719
E02005760,31.299
E02005761,26.284
E02005762,18.407
E02005763,29.456
E02005764,37.376
E02005765,29.381
E02005766,60.262
E02005767,35.984
E02005768,25.769
E02005769,49.357
E02005770,11.630
E02005771,15.942
E02005772,23.758
E02005773,94.537
E02005774,30.733
E02005775,45.391
E02005776,52.938
E02005777,40.331
E02005778,59.865
E02005779,34.598
E02005780,67.604
E02005781,42.967
E02005782,38.724
E02005783,33.521
E02005784,12.603
E02005785,1.094
E02005786,27.086
E02005787,28.425
E02005788,23.505
E02005789,30.465
E02005790,28.607
E02005791,15.272
E02005794,53.542
E02005795,13.836
E02005796,14.112
E02005797,7.379
E02005798,23.738
E02005799,14.037
E02005800,22.216
E02005801,4.968
E02005802,8.121
E02005803,10.758
E02005804,7.453
E02005805,4.996
E02005806,5.476
E02005807,18.230
E02005808,18.527
E02005809,53.320
E02005810,67.057
E02005811,46.482
E02005812,67.546
E02005813,62.776
E02005814,16.350
E02005815,18.329
E02005816,30.307
E02005817,26.391
E02005818,23.370
E02005819,12.069
E02005820,8.567
E02005821,13.354
E02005822,18.561
E02005823,27.379
E02005824,16.965
E02005825,16.437
E02005826,17.889
E02005827,19.686
E02005828,18.108
E02005829,18.062
E02005830,15.944
E02005831,24.552
E02005832,46.525
E02005833,18.441
E02005834,22.144
E02005835,32.843
E02005836,35.752
E02005837,29.255
E02005838,25.015
E02005839,19.445
E02005840,17.942
E02005842,18.265
E02005843,17.548
E02005844,15.904
E02005846,10.565
E02005847,26.496
E02005848,15.862
E02005849,39.916
E02005850,17.715
E02005851,52.893
E02005852,22.777
E02005853,27.073
E02005856,19.967
E02005857,12.845
E02005858,17.294
E02005859,23.289
E02005860,75.984
E02005861,12.114
E02005862,17.858
E02005863,22.558
E02005864,20.969
E02005865,29.675
E02005866,38.714
E02005868,10.851
E02005869,9.242
E02005870,34.994
E02005871,10.594
E02005872,31.762
E02005873,17.622
E02005874,14.761
E02005875,14.708
E02005876,40.590
E02005877,11.264
E02005878,18.489
E02005879,17.549
E02005880,6.352
E02005881,8.385
E02005882,11.243
E02005883,34.508
E02005884,8.837
E02005885,12.656
E02005886,13.173
E02005887,33.826
E02005888,14.212
E02005889,13.746
E02005890,9.850
E02005891,14.642
E02005892,23.447
E02005893,28.692
E02005894,33.211
E02005895,58.870
E02005896,45.498
E02005897,41.044
E02005898,32.616
E02005899,65.692
E02005900,43.120
E02005901,13.873
E02005902,10.802
E02005903,14.136
E02005904,43.194
E02005905,37.043
E02005906,47.311
E02005907,52.473
E02005908,58.321
E02005909,18.233
E02005910,29.643
E02005911,26.131
E02005912,26.293
E02005913,33.303
E02005914,38.841
E02005915,43.133
E02005916,22.465
E02005917,41.290
E02005918,42.814
E02005919,31.672
E02005920,45.261
E02005921,53.393
E02005922,17.211
E02005923,16.047
E02005924,97.349
E02005925,11.720
E02005926,17.526
E02005927,8.106
E02005928,55.373
E02005929,58.274
E02005930,90.308
E02005931,84.998
E02005932,19.313
E02005933,81.255
E02005934,30.329
E02005935,35.226
E02005936,64.114
E02005937,31.982
E02005938,9.583
E02005939,18.680
E02005940,31.324
E02005941,36.044
E02005942,22.313
E02005943,16.979
E02005944,16.647
E02005945,38.307
E02005946,19.674
E02005947,123.162
E02005948,34.385
E02005949,14.944
E02005950,12.135
E02005951,7.156
E02005952,18.880
E02005953,4.409
E02005954,10.858
E02005955,43.863
E02005956,12.078
E02005957,14.753
E02005958,15.393
E02005959,41.632
E02005960,10.944
E02005961,49.501
E02005962,68.581
E02005963,42.324
E02005964,52.614
E02005965,54.251
E02005966,24.368
E02005967,63.545
E02005968,48.957
E02005969,74.332
E02005970,19.117
E02005971,19.656
E02005972,66.858
E02005973,32.334
E02005974,79.286
E02005975,64.349
E02005976,64.173
E02005977,31.170
E02005978,31.955
E02005979,32.240
E02005980,56.189
E02005981,24.910
E02005982,19.143
E02005983,128.604
E02005984,57.301
E02005985,23.560
E02005986,49.606
E02005987,43.791
E02005988,31.026
E02005991,57.955
E02005992,72.854
E02005993,39.832
E02005994,41.080
E02005995,30.224
E02005996,82.275
E02005997,30.027
E02005998,48.378
E02005999,43.323
E02006000,25.963
E02006001,18.423
E02006002,67.822
E02006003,39.231
E02006004,41.425
E02006005,28.112
E02006006,32.339
E02006007,36.215
E02006008,34.039
E02006009,19.236
E02006010,51.933
E02006011,38.612
E02006012,19.429
E02006013,32.958
E02006014,38.936
E02006015,32.368
E02006016,31.967
E02006017,25.988
E02006018,50.675
E02006019,18.469
E02006020,25.940
E02006021,38.007
E02006022,25.549
E02006023,23.714
E02006024,14.173
E02006025,33.985
E02006026,22.991
E02006027,15.995
E02006028,39.844
E02006029,7.421
E02006030,5.556
E02006031,5.709
E02006032,17.152
E02006033,69.611
E02006034,32.554
E02006035,17.251
E02006036,22.723
E02006037,33.295
E02006038,33.653
E02006039,35.601
E02006040,41.441
E02006041,25.797
E02006042,26.667
E02006043,25.297
E02006044,18.352
E02006045,29.632
E02006046,27.051
E02006047,53.362
E02006048,20.620
E02006049,12.225
E02006050,18.462
E02006051,39.025
E02006052,30.687
E02006053,20.083
E02006054,45.616
E02006055,24.632
E02006056,23.598
E02006057,28.775
E02006058,13.338
E02006059,23.485
E02006060,9.431
E02006061,56.469
E02006062,34.314
E02006063,42.263
E02006064,33.725
E02006065,19.308
E02006066,21.473
E02006067,15.110
E02006068,7.436
E02006069,26.324
E02006070,9.120
E02006071,9.065
E02006072,39.997
E02006073,6.244
E02006074,19.236
E02006075,19.291
E02006076,17.413
E02006077,23.212
E02006078,24.648
E02006079,24.132
E02006080,25.366
E02006081,19.834
E02006082,18.536
E02006083,17.579
E02006084,22.327
E02006085,12.543
E02006086,14.868
E02006087,9.721
E02006088,12.131
E02006089,17.617
E02006090,20.867
E02006091,19.798
E02006092,9.604
E02006093,23.723
E02006094,20.574
E02006095,9.784
E02006096,7.830
E02006097,12.126
E02006098,18.705
E02006099,16.105
E02006100,20.813
E02006101,23.552
E02006102,14.714
E02006103,32.869
E02006104,14.595
E02006105,45.904
E02006106,16.641
E02006107,6.667
E02006108,18.510
E02006109,16.380
E02006110,27.876
E02006111,30.585
E02006112,29.105
E02006113,14.019
E02006114,9.324
E02006115,6.070
E02006116,27.792
E02006117,10.833
E02006118,18.279
E02006119,45.167
E02006120,22.797
E02006121,8.059
E02006122,12.749
E02006123,17.075
E02006124,10.995
E02006125,15.560
E02006126,17.911
E02006127,13.901
E02006128,40.448
E02006129,19.574
E02006130,16.013
E02006131,28.167
E02006132,13.259
E02006133,35.835
E02006134,45.528
E02006135,28.025
E02006136,42.152
E02006137,28.978
E02006138,8.724
E02006139,8.778
E02006140,19.819
E02006141,53.585
E02006142,13.070
E02006143,14.098
E02006144,16.838
E02006145,33.591
E02006146,27.697
E02006147,46.257
E02006148,28.845
E02006149,46.741
E02006150,100.522
E02006151,33.178
E02006152,36.999
E02006153,43.256
E02006154,27.429
E02006155,14.299
E02006156,50.727
E02006157,31.355
E02006158,17.384
E02006159,14.702
E02006160,38.460
E02006161,13.226
E02006162,19.588
E02006163,11.995
E02006164,18.263
E02006165,15.950
E02006166,14.157
E02006167,28.311
E02006168,44.084
E02006169,15.527
E02006170,26.407
E02006171,17.784
E02006172,20.098
E02006173,28.568
E02006174,43.072
E02006175,10.861
E02006176,34.044
E02006177,17.640
E02006178,24.291
E02006179,8.899
E02006180,10.016
E02006181,19.682
E02006182,19.514
E02006183,19.796
E02006184,9.893
E02006185,39.955
E02006186,55.213
E02006187,40.545
E02006188,14.333
E02006189,36.435
E02006190,50.231
E02006191,55.890
E02006192,49.899
E02006193,16.109
E02006194,11.200
E02006195,39.904
E02006196,8.044
E02006197,33.654
E02006198,27.062
E02006199,81.896
E02006200,22.276
E02006201,35.900
E02006202,39.609
E02006203,21.000
E02006204,18.292
E02006205,24.358
E02006206,21.449
E02006207,14.311
E02006208,32.792
E02006209,19.626
E02006210,23.849
E02006211,20.528
E02006212,20.565
E02006213,20.370
E02006214,21.989
E02006215,22.512
E02006216,19.388
E02006217,22.566
E02006218,32.566
E02006219,20.721
E02006220,24.892
E02006221,57.030
E02006222,13.084
E02006223,11.743
E02006224,14.496
E02006225,16.971
E02006226,28.049
E02006227,22.532
E02006228,19.738
E02006229,12.650
E02006230,33.831
E02006231,26.649
E02006232,28.280
E02006233,40.892
E02006234,9.710
E02006235,45.559
E02006236,44.228
E02006237,39.474
E02006238,18.481
E02006239,12.509
E02006240,29.257
E02006241,25.185
E02006242,27.536
E02006243,25.309
E02006245,5.634
E02006246,4.343
E02006247,5.778
E02006248,18.044
E02006249,18.173
E02006250,8.089
E02006251,94.270
E02006252,16.561
E02006253,15.418
E02006254,11.881
E02006255,13.825
E02006256,10.981
E02006257,6.312
E02006258,18.625
E02006259,6.097
E02006260,12.561
E02006261,31.233
E02006262,27.829
E02006263,30.816
E02006264,34.840
E02006265,23.793
E02006266,35.320
E02006267,37.617
E02006268,11.853
E02006269,19.744
E02006270,38.282
E02006271,28.305
E02006272,27.390
E02006273,21.380
E02006274,26.467
E02006275,20.107
E02006276,36.948
E02006277,27.454
E02006278,47.145
E02006279,14.168
E02006280,46.748
E02006281,15.131
E02006282,19.720
E02006283,20.850
E02006284,14.429
E02006285,10.879
E02006286,32.183
E02006287,30.159
E02006288,47.048
E02006289,29.592
E02006290,31.178
E02006291,29.325
E02006292,32.868
E02006293,53.042
E02006294,51.766
E02006295,37.262
E02006296,41.729
E02006297,16.349
E02006298,23.495
E02006299,13.145
E02006300,15.586
E02006301,24.318
E02006302,8.021
E02006303,5.625
E02006304,6.896
E02006305,9.439
E02006306,17.003
E02006307,8.500
E02006308,13.485
E02006309,6.941
E02006310,10.043
E02006311,27.719
E02006312,23.131
E02006313,14.460
E02006314,24.088
E02006315,31.922
E02006316,16.596
E02006317,23.423
E02006318,23.012
E02006319,74.699
E02006320,19.051
E02006321,44.940
E02006322,21.608
E02006323,31.445
E02006324,24.670
E02006325,46.312
E02006326,73.280
E02006327,32.200
E02006328,106.879
E02006329,106.570
E02006330,42.034
E02006331,42.864
E02006332,60.861
E02006333,114.828
E02006334,53.836
E02006335,28.224
E02006336,19.862
E02006337,26.460
E02006338,19.116
E02006339,37.945
E02006341,36.827
E02006342,123.592
E02006343,37.794
E02006344,68.493
E02006345,32.324
E02006346,115.929
E02006347,24.671
E02006348,36.626
