msoa11cd,Representative ULEVs
E02003138,232.0
E02003139,134.0
E02003140,134.0
E02003141,187.0
E02003142,187.0
E02003143,134.0
E02003144,233.0
E02003145,278.0
E02003146,187.0
E02003147,91.0
E02003148,137.0
E02003149,137.0
E02003150,142.0
E02003151,285.0
E02003152,624.0
E02003153,151.0
E02003154,287.0
E02003155,287.0
E02003156,702.0
E02003157,287.0
E02003158,287.0
E02003159,145.0
E02003161,287.0
E02003163,145.0
E02003164,112.0
E02003165,112.0
E02003166,241.0
E02003167,241.0
E02003168,241.0
E02003169,215.0
E02003170,86.0
E02003171,86.0
E02003172,140.0
E02003173,243.0
E02003174,72.0
E02003175,203.0
E02003176,140.0
E02003177,175.0
E02003178,243.0
E02003179,100.0
E02003180,243.0
E02003181,203.0
E02003182,384.0
E02003183,300.0
E02003184,287.0
E02003185,224.0
E02003186,226.0
E02003187,323.0
E02003188,200.0
E02003189,257.0
E02003190,165.0
E02003191,158.0
E02003192,507.0
E02003194,606.0
E02003195,686.0
E02003196,655.0
E02003197,439.0
E02003198,322.0
E02003199,306.0
E02003200,507.0
E02003201,692.0
E02003202,346.0
E02003203,422.0
E02003204,692.0
E02003205,270.0
E02003206,364.0
E02003207,300.0
E02003208,261.0
E02003209,149.0
E02003210,714.0
E02003211,625.0
E02003212,317.0
E02003214,370.0
E02003215,370.0
E02003216,598.0
E02003217,370.0
E02003218,370.0
E02003219,1312.0
E02003220,349.0
E02003221,261.0
E02003222,23657.0
E02003223,24401.0
E02003224,228.0
E02003225,23853.0
E02003226,121.0
E02003227,228.0
E02003228,489.0
E02003229,23657.0
E02003230,121.0
E02003231,228.0
E02003232,23778.0
E02003233,23657.0
E02003234,1185.0
E02003235,349.0
E02003236,594.0
E02003237,364.0
E02003238,94.0
E02003239,364.0
E02003240,742.0
E02003241,19941.0
E02003242,22316.0
E02003243,19765.0
E02003244,19671.0
E02003245,301.0
E02003246,20387.0
E02003247,207.0
E02003248,19671.0
E02003249,19941.0
E02003250,20086.0
E02003251,477.0
E02003252,20293.0
E02003253,20086.0
E02003254,1372.0
E02003255,20589.0
E02003257,415.0
E02003258,488.0
E02003259,227.0
E02003260,227.0
E02003261,488.0
E02003262,668.0
E02003263,431.0
E02003264,488.0
E02003265,261.0
E02003266,204.0
E02003267,431.0
E02003268,431.0
E02003269,488.0
E02003270,204.0
E02003271,261.0
E02003272,624.0
E02003273,454.0
E02003274,624.0
E02003275,885.0
E02003276,397.0
E02003277,193.0
E02003278,679.0
E02003279,269.0
E02003280,510.0
E02003281,269.0
E02003282,241.0
E02003283,415.0
E02003284,95.0
E02003285,146.0
E02003286,269.0
E02003287,314.0
E02003288,860.0
E02003289,269.0
E02003290,415.0
E02003291,95.0
E02003292,219.0
E02003293,365.0
E02003294,393.0
E02003295,219.0
E02003296,375.0
E02003297,171.0
E02003298,171.0
E02003299,999.0
E02003300,171.0
E02003301,597.0
E02003302,138.0
E02003303,437.0
E02003304,394.0
E02003305,394.0
E02003307,394.0
E02003308,486.0
E02003309,394.0
E02003310,647.0
E02003311,573.0
E02003312,461.0
E02003313,207.0
E02003314,154.0
E02003315,154.0
E02003316,651.0
E02003317,651.0
E02003318,613.0
E02003319,497.0
E02003320,296.0
E02003321,497.0
E02003322,180.0
E02003323,180.0
E02003324,613.0
E02003325,180.0
E02003326,180.0
E02003327,883.0
E02003328,619.0
E02003329,387.0
E02003330,116.0
E02003331,226.0
E02003332,613.0
E02003333,323.0
E02003334,232.0
E02003335,116.0
E02003336,406.0
E02003337,116.0
E02003338,226.0
E02003339,232.0
E02003340,323.0
E02003341,497.0
E02003342,226.0
E02003343,406.0
E02003344,387.0
E02003345,382.0
E02003346,439.0
E02003347,207.0
E02003348,613.0
E02003349,226.0
E02003350,207.0
E02003351,207.0
E02003352,5057.0
E02003353,1297.0
E02003354,597.0
E02003355,784.0
E02003356,1177.0
E02003357,343.0
E02003358,597.0
E02003359,343.0
E02003360,780.0
E02003361,343.0
E02003362,343.0
E02003363,364.0
E02003364,1390.0
E02003365,757.0
E02003366,481.0
E02003367,1220.0
E02003368,632.0
E02003369,742.0
E02003370,557.0
E02003371,245.0
E02003372,401.0
E02003373,721.0
E02003374,401.0
E02003375,430.0
E02003376,159.0
E02003377,1837.0
E02003378,694.0
E02003379,569.0
E02003380,271.0
E02003381,586.0
E02003382,271.0
E02003383,271.0
E02003384,853.0
E02003385,982.0
E02003386,556.0
E02003387,694.0
E02003388,586.0
E02003389,348.0
E02003390,348.0
E02003391,348.0
E02003392,348.0
E02003393,401.0
E02003394,401.0
E02003395,1847.0
E02003396,375.0
E02003397,401.0
E02003398,496.0
E02003399,1592.0
E02003400,496.0
E02003401,701.0
E02003402,545.0
E02003403,433.0
E02003404,822.0
E02003405,2108.0
E02003406,326.0
E02003407,25843.0
E02003408,25843.0
E02003409,27446.0
E02003410,25843.0
E02003411,1149.0
E02003412,27138.0
E02003413,26684.0
E02003414,29596.0
E02003415,29596.0
E02003416,985.0
E02003417,26828.0
E02003418,841.0
E02003419,841.0
E02003420,841.0
E02003421,1603.0
E02003422,4185.0
E02003423,1603.0
E02003424,1603.0
E02003425,27138.0
E02003426,1603.0
E02003427,1603.0
E02003428,1603.0
E02003429,6261.0
E02003430,4061.0
E02003431,963.0
E02003432,4061.0
E02003433,4061.0
E02003434,5664.0
E02003435,4061.0
E02003436,4766.0
E02003437,4460.0
E02003438,399.0
E02003439,949.0
E02003440,422.0
E02003441,1047.0
E02003442,422.0
E02003443,436.0
E02003444,1266.0
E02003445,436.0
E02003446,496.0
E02003447,619.0
E02003448,1639.0
E02003449,619.0
E02003450,603.0
E02003451,966.0
E02003452,779.0
E02003453,1105.0
E02003454,779.0
E02003455,912.0
E02003456,1876.0
E02003457,966.0
E02003458,624.0
E02003459,1262.0
E02003460,16559.0
E02003461,597.0
E02003462,697.0
E02003463,16342.0
E02003464,15490.0
E02003465,17665.0
E02003466,182.0
E02003467,17086.0
E02003468,163.0
E02003469,907.0
E02003470,163.0
E02003471,998.0
E02003472,23036.0
E02003473,16838.0
E02003474,6847.0
E02003475,8001.0
E02003476,831.0
E02003477,1914.0
E02003478,304.0
E02003479,911.0
E02003480,524.0
E02003481,1984.0
E02003482,7148.0
E02003483,1072.0
E02003484,631.0
E02003485,1282.0
E02003486,475.0
E02003487,451.0
E02003488,1401.0
E02003489,1687.0
E02003490,926.0
E02003491,441.0
E02003492,771.0
E02003493,459.0
E02003494,441.0
E02003495,146.0
E02003496,923.0
E02003497,482.0
E02003498,771.0
E02003499,330.0
E02003500,441.0
E02003501,923.0
E02003502,146.0
E02003503,628.0
E02003504,441.0
E02003505,771.0
E02003506,482.0
E02003507,330.0
E02003508,330.0
E02003509,482.0
E02003510,923.0
E02003511,669.0
E02003512,330.0
E02003513,482.0
E02003514,923.0
E02003515,330.0
E02003516,923.0
E02003517,789.0
E02003518,482.0
E02003519,923.0
E02003520,1504.0
E02003521,330.0
E02003522,330.0
E02003523,771.0
E02003524,6947.0
E02003525,6947.0
E02003526,7226.0
E02003527,7001.0
E02003529,6947.0
E02003530,180.0
E02003531,180.0
E02003532,58.0
E02003533,58.0
E02003534,180.0
E02003535,257.0
E02003536,135.0
E02003537,238.0
E02003538,135.0
E02003539,439.0
E02003540,238.0
E02003541,143.0
E02003542,116.0
E02003543,182.0
E02003544,116.0
E02003545,66.0
E02003546,116.0
E02003547,259.0
E02003548,182.0
E02003549,336.0
E02003550,261.0
E02003551,388.0
E02003552,261.0
E02003553,463.0
E02003554,487.0
E02003555,261.0
E02003556,127.0
E02003557,336.0
E02003558,487.0
E02003559,487.0
E02003560,487.0
E02003561,181.0
E02003562,662.0
E02003563,562.0
E02003564,295.0
E02003565,407.0
E02003566,127.0
E02003567,487.0
E02003568,301.0
E02003569,758.0
E02003570,407.0
E02003571,720.0
E02003572,295.0
E02003573,295.0
E02003574,168.0
E02003575,168.0
E02003576,168.0
E02003577,332.0
E02003578,168.0
E02003579,168.0
E02003580,168.0
E02003581,110.0
E02003582,249.0
E02003583,189.0
E02003584,154.0
E02003585,154.0
E02003586,154.0
E02003587,207.0
E02003588,446.0
E02003589,164.0
E02003590,281.0
E02003591,330.0
E02003592,240.0
E02003593,359.0
E02003594,271.0
E02003595,209.0
E02003596,117.0
E02003597,330.0
E02003598,92.0
E02003599,195.0
E02003600,195.0
E02003601,893.0
E02003602,2299.0
E02003603,172.0
E02003604,422.0
E02003605,1106.0
E02003606,1302.0
E02003607,2007.0
E02003608,242.0
E02003609,826.0
E02003610,1176.0
E02003611,452.0
E02003612,457.0
E02003613,415.0
E02003614,415.0
E02003615,947.0
E02003616,1636.0
E02003617,2446.0
E02003618,2059.0
E02003619,1837.0
E02003620,446.0
E02003621,446.0
E02003622,255.0
E02003623,1207.0
E02003624,446.0
E02003625,446.0
E02003626,446.0
E02003627,3000.0
E02003628,191.0
E02003629,1469.0
E02003630,681.0
E02003631,996.0
E02003632,235.0
E02003633,1602.0
E02003634,1693.0
E02003635,1176.0
E02003636,903.0
E02003637,1222.0
E02003638,486.0
E02003639,486.0
E02003640,486.0
E02003641,486.0
E02003642,187.0
E02003643,486.0
E02003644,405.0
E02003645,391.0
E02003646,405.0
E02003647,405.0
E02003648,405.0
E02003649,218.0
E02003650,1066.0
E02003651,1714.0
E02003652,1110.0
E02003653,1065.0
E02003654,839.0
E02003655,615.0
E02003656,685.0
E02003657,2482.0
E02003658,934.0
E02003659,1145.0
E02003660,1303.0
E02003661,747.0
E02003662,228.0
E02003663,805.0
E02003664,228.0
E02003665,63.0
E02003666,499.0
E02003667,436.0
E02003668,175.0
E02003669,112.0
E02003670,497.0
E02003671,112.0
E02003672,1176.0
E02003673,1029.0
E02003674,406.0
E02003675,1406.0
E02003676,2463.0
E02003677,283.0
E02003678,283.0
E02003679,283.0
E02003680,318.0
E02003681,479.0
E02003682,762.0
E02003683,479.0
E02003685,909.0
E02003686,1064.0
E02003687,788.0
E02003688,778.0
E02003689,1218.0
E02003690,1444.0
E02003691,2081.0
E02003692,5354.0
E02003693,31743.0
E02003694,27446.0
E02003695,985.0
E02003696,346.0
E02003697,1642.0
E02003698,903.0
E02003699,534.0
E02003701,695.0
E02003702,2585.0
E02003703,258.0
E02003704,652.0
E02003705,258.0
E02003706,258.0
E02003707,198.0
E02003708,356.0
E02003709,258.0
E02003710,1224.0
E02003711,652.0
E02003712,1014.0
E02003713,236.0
E02003714,862.0
E02003715,2347.0
E02003716,27463.0
E02003717,777.0
E02003718,777.0
E02003719,250.0
E02003720,439.0
E02003721,250.0
E02003722,250.0
E02003723,1114.0
E02003724,2630.0
E02003725,1058.0
E02003726,507.0
E02003727,266.0
E02003728,2432.0
E02003729,266.0
E02003730,507.0
E02003731,894.0
E02003732,569.0
E02003733,419.0
E02003734,413.0
E02003735,413.0
E02003736,1150.0
E02003737,166.0
E02003738,608.0
E02003739,310.0
E02003740,925.0
E02003742,133.0
E02003743,216.0
E02003744,216.0
E02003745,769.0
E02003746,464.0
E02003747,233.0
E02003748,181.0
E02003749,389.0
E02003750,331.0
E02003751,284.0
E02003752,983.0
E02003753,233.0
E02003754,1147.0
E02003755,982.0
E02003756,826.0
E02003757,696.0
E02003758,996.0
E02003759,705.0
E02003760,1227.0
E02003761,634.0
E02003762,1227.0
E02003763,705.0
E02003764,1745.0
E02003765,112.0
E02003766,982.0
E02003767,1984.0
E02003768,705.0
E02003769,941.0
E02003770,732.0
E02003771,348.0
E02003772,348.0
E02003773,348.0
E02003774,348.0
E02003775,1218.0
E02003776,1182.0
E02003777,1489.0
E02003778,560.0
E02003779,623.0
E02003780,625.0
E02003781,1201.0
E02003783,623.0
E02003784,1051.0
E02003785,1220.0
E02003786,894.0
E02003787,1874.0
E02003788,1679.0
E02003789,628.0
E02003790,1134.0
E02003791,1672.0
E02003792,428.0
E02003793,526.0
E02003794,994.0
E02003795,680.0
E02003796,434.0
E02003797,434.0
E02003798,273.0
E02003799,273.0
E02003800,404.0
E02003801,710.0
E02003802,917.0
E02003803,434.0
E02003804,710.0
E02003805,549.0
E02003806,276.0
E02003807,480.0
E02003808,207.0
E02003809,884.0
E02003810,443.0
E02003811,1862.0
E02003812,106.0
E02003813,113.0
E02003814,113.0
E02003815,246.0
E02003816,430.0
E02003817,352.0
E02003818,246.0
E02003819,184.0
E02003820,184.0
E02003821,184.0
E02003822,903.0
E02003823,254.0
E02003824,254.0
E02003825,197.0
E02003826,197.0
E02003827,197.0
E02003828,416.0
E02003829,493.0
E02003830,416.0
E02003831,854.0
E02003832,416.0
E02003833,450.0
E02003834,219.0
E02003835,450.0
E02003836,428.0
E02003837,1158.0
E02003838,450.0
E02003839,231.0
E02003840,1013.0
E02003841,234.0
E02003842,449.0
E02003843,220.0
E02003844,135.0
E02003845,220.0
E02003846,220.0
E02003847,384.0
E02003848,220.0
E02003849,270.0
E02003850,111.0
E02003851,381.0
E02003852,111.0
E02003853,953.0
E02003854,144.0
E02003855,144.0
E02003856,1177.0
E02003857,498.0
E02003858,498.0
E02003859,2767.0
E02003860,498.0
E02003861,705.0
E02003862,1037.0
E02003863,705.0
E02003864,1852.0
E02003865,395.0
E02003866,395.0
E02003867,649.0
E02003868,649.0
E02003869,649.0
E02003870,880.0
E02003871,649.0
E02003872,1173.0
E02003873,254.0
E02003874,173.0
E02003875,1215.0
E02003876,530.0
E02003877,454.0
E02003878,1173.0
E02003879,530.0
E02003880,281.0
E02003881,530.0
E02003882,249.0
E02003883,530.0
E02003884,968.0
E02003885,780.0
E02003886,250.0
E02003887,137.0
E02003888,250.0
E02003889,137.0
E02003890,137.0
E02003891,546.0
E02003892,192.0
E02003893,334.0
E02003894,179.0
E02003895,103.0
E02003896,103.0
E02003897,116.0
E02003898,346.0
E02003899,116.0
E02003900,116.0
E02003901,274.0
E02003902,29.0
E02003903,49.0
E02003904,44.0
E02003905,422.0
E02003906,249.0
E02003907,257.0
E02003908,144.0
E02003909,370.0
E02003910,621.0
E02003911,515.0
E02003912,352.0
E02003913,569.0
E02003914,250.0
E02003915,250.0
E02003916,196.0
E02003917,196.0
E02003918,360.0
E02003919,167.0
E02003920,167.0
E02003921,167.0
E02003922,254.0
E02003923,161.0
E02003924,151.0
E02003925,87.0
E02003926,741.0
E02003927,502.0
E02003928,132.0
E02003929,165.0
E02003930,132.0
E02003931,93.0
E02003932,254.0
E02003933,207.0
E02003934,300.0
E02003935,102.0
E02003936,169.0
E02003937,268.0
E02003938,189.0
E02003939,104.0
E02003940,279.0
E02003941,125.0
E02003942,125.0
E02003943,50.0
E02003944,64.0
E02003945,171.0
E02003946,253.0
E02003947,194.0
E02003948,95.0
E02003949,216.0
E02003950,99.0
E02003951,137.0
E02003952,167.0
E02003953,352.0
E02003954,203.0
E02003955,167.0
E02003956,240.0
E02003957,389.0
E02003958,343.0
E02003959,159.0
E02003960,73.0
E02003961,288.0
E02003962,241.0
E02003963,112.0
E02003964,343.0
E02003965,118.0
E02003966,241.0
E02003967,141.0
E02003968,23.0
E02003969,98.0
E02003970,165.0
E02003971,75.0
E02003972,90.0
E02003973,67.0
E02003974,67.0
E02003975,67.0
E02003976,48.0
E02003977,188.0
E02003978,59.0
E02003979,108.0
E02003980,71.0
E02003981,108.0
E02003982,45.0
E02003983,108.0
E02003984,130.0
E02003985,63.0
E02003986,108.0
E02003987,170.0
E02003988,104.0
E02003989,113.0
E02003990,291.0
E02003991,103.0
E02003992,234.0
E02003993,163.0
E02003994,526.0
E02003995,59.0
E02003996,234.0
E02003997,62.0
E02003998,121.0
E02003999,224.0
E02004000,133.0
E02004001,82.0
E02004002,66.0
E02004003,179.0
E02004004,66.0
E02004005,96.0
E02004006,102.0
E02004007,38.0
E02004008,300.0
E02004009,360.0
E02004010,183.0
E02004011,183.0
E02004012,305.0
E02004013,193.0
E02004014,183.0
E02004015,118.0
E02004016,160.0
E02004017,240.0
E02004018,240.0
E02004019,345.0
E02004020,141.0
E02004021,430.0
E02004022,177.0
E02004023,204.0
E02004024,354.0
E02004025,238.0
E02004026,111.0
E02004027,185.0
E02004028,162.0
E02004029,603.0
E02004030,840.0
E02004031,672.0
E02004032,351.0
E02004033,672.0
E02004034,354.0
E02004035,831.0
E02004036,407.0
E02004037,354.0
E02004038,597.0
E02004039,2086.0
E02004040,626.0
E02004041,626.0
E02004043,2391.0
E02004044,1211.0
E02004045,415.0
E02004046,306.0
E02004047,99.0
E02004048,246.0
E02004049,80.0
E02004050,67.0
E02004051,291.0
E02004052,924.0
E02004053,351.0
E02004054,570.0
E02004055,1431.0
E02004056,140.0
E02004057,427.0
E02004058,1482.0
E02004059,1622.0
E02004060,220.0
E02004061,1482.0
E02004062,1661.0
E02004063,1482.0
E02004064,2160.0
E02004065,370.0
E02004066,1702.0
E02004067,191.0
E02004068,567.0
E02004069,739.0
E02004070,473.0
E02004071,334.0
E02004072,237.0
E02004073,334.0
E02004074,237.0
E02004075,970.0
E02004076,240.0
E02004077,349.0
E02004078,243.0
E02004080,305.0
E02004081,2467.0
E02004082,1975.0
E02004083,817.0
E02004084,243.0
E02004085,606.0
E02004086,374.0
E02004087,475.0
E02004088,606.0
E02004089,232.0
E02004090,606.0
E02004091,232.0
E02004092,232.0
E02004093,296.0
E02004094,296.0
E02004095,160.0
E02004096,296.0
E02004097,509.0
E02004098,349.0
E02004100,417.0
E02004102,273.0
E02004103,139.0
E02004104,139.0
E02004105,209.0
E02004106,529.0
E02004108,399.0
E02004109,337.0
E02004110,163.0
E02004111,1550.0
E02004112,1731.0
E02004113,259.0
E02004114,1028.0
E02004115,498.0
E02004116,70.0
E02004117,421.0
E02004118,1052.0
E02004119,504.0
E02004120,1192.0
E02004121,734.0
E02004122,1058.0
E02004123,778.0
E02004124,258.0
E02004125,411.0
E02004126,306.0
E02004128,396.0
E02004129,588.0
E02004130,120.0
E02004131,120.0
E02004132,563.0
E02004133,83.0
E02004134,778.0
E02004135,328.0
E02004136,425.0
E02004137,396.0
E02004138,147.0
E02004139,129.0
E02004140,129.0
E02004141,497.0
E02004142,1856.0
E02004143,164.0
E02004144,164.0
E02004145,72.0
E02004146,164.0
E02004147,164.0
E02004148,236.0
E02004149,221.0
E02004150,221.0
E02004151,335.0
E02004152,335.0
E02004153,221.0
E02004154,1752.0
E02004155,335.0
E02004156,2280.0
E02004157,1531.0
E02004158,1638.0
E02004159,1945.0
E02004160,1638.0
E02004161,1531.0
E02004162,1417.0
E02004163,1479.0
E02004164,541.0
E02004165,153.0
E02004166,525.0
E02004167,153.0
E02004168,153.0
E02004169,300.0
E02004170,147.0
E02004171,641.0
E02004172,401.0
E02004173,633.0
E02004174,128.0
E02004175,89.0
E02004176,270.0
E02004177,89.0
E02004178,344.0
E02004179,255.0
E02004180,351.0
E02004181,262.0
E02004182,380.0
E02004183,262.0
E02004184,91.0
E02004185,371.0
E02004186,296.0
E02004187,377.0
E02004188,396.0
E02004189,465.0
E02004190,648.0
E02004191,283.0
E02004192,765.0
E02004193,107.0
E02004194,463.0
E02004195,61.0
E02004196,485.0
E02004197,346.0
E02004198,141.0
E02004199,604.0
E02004200,344.0
E02004201,1976.0
E02004202,1622.0
E02004203,397.0
E02004204,641.0
E02004205,205.0
E02004206,342.0
E02004207,502.0
E02004208,203.0
E02004209,303.0
E02004210,137.0
E02004211,784.0
E02004212,303.0
E02004213,705.0
E02004214,639.0
E02004215,303.0
E02004216,303.0
E02004217,551.0
E02004218,557.0
E02004219,850.0
E02004220,200.0
E02004221,200.0
E02004222,200.0
E02004223,419.0
E02004224,248.0
E02004225,48.0
E02004226,446.0
E02004227,400.0
E02004228,364.0
E02004229,297.0
E02004230,110.0
E02004231,635.0
E02004232,441.0
E02004233,238.0
E02004234,575.0
E02004235,228.0
E02004236,825.0
E02004237,361.0
E02004238,361.0
E02004239,361.0
E02004240,361.0
E02004241,361.0
E02004242,361.0
E02004243,1091.0
E02004244,522.0
E02004245,522.0
E02004246,628.0
E02004247,1070.0
E02004248,614.0
E02004249,417.0
E02004250,197.0
E02004251,614.0
E02004252,417.0
E02004253,614.0
E02004254,534.0
E02004255,123.0
E02004256,311.0
E02004257,103.0
E02004258,291.0
E02004259,539.0
E02004260,436.0
E02004261,173.0
E02004262,768.0
E02004263,818.0
E02004264,645.0
E02004265,228.0
E02004266,467.0
E02004267,497.0
E02004268,89.0
E02004269,171.0
E02004270,765.0
E02004271,880.0
E02004272,607.0
E02004273,396.0
E02004274,258.0
E02004275,373.0
E02004276,150.0
E02004277,351.0
E02004278,128.0
E02004279,490.0
E02004280,502.0
E02004281,279.0
E02004282,279.0
E02004283,279.0
E02004284,279.0
E02004285,140.0
E02004286,140.0
E02004287,140.0
E02004288,182.0
E02004289,42.0
E02004290,346.0
E02004291,233.0
E02004292,380.0
E02004293,225.0
E02004294,225.0
E02004295,529.0
E02004296,702.0
E02004297,256.0
E02004298,215.0
E02004299,294.0
E02004300,215.0
E02004301,121.0
E02004302,121.0
E02004303,145.0
E02004304,266.0
E02004305,206.0
E02004306,489.0
E02004307,223.0
E02004308,529.0
E02004309,315.0
E02004310,589.0
E02004311,571.0
E02004312,852.0
E02004313,315.0
E02004314,852.0
E02004315,586.0
E02004316,223.0
E02004317,302.0
E02004318,424.0
E02004319,491.0
E02004320,122.0
E02004321,122.0
E02004322,122.0
E02004323,231.0
E02004324,300.0
E02004325,69.0
E02004326,178.0
E02004327,69.0
E02004328,69.0
E02004329,69.0
E02004330,102.0
E02004331,140.0
E02004332,64.0
E02004333,188.0
E02004334,146.0
E02004335,235.0
E02004336,156.0
E02004337,241.0
E02004338,182.0
E02004339,698.0
E02004340,214.0
E02004341,182.0
E02004342,135.0
E02004343,182.0
E02004344,439.0
E02004345,789.0
E02004346,234.0
E02004347,50.0
E02004348,382.0
E02004349,122.0
E02004350,478.0
E02004351,176.0
E02004352,196.0
E02004353,257.0
E02004354,176.0
E02004355,115.0
E02004356,168.0
E02004357,97.0
E02004358,168.0
E02004359,597.0
E02004361,429.0
E02004362,265.0
E02004363,298.0
E02004364,429.0
E02004365,298.0
E02004366,429.0
E02004367,332.0
E02004368,253.0
E02004369,215.0
E02004370,253.0
E02004371,155.0
E02004372,155.0
E02004373,253.0
E02004374,155.0
E02004375,253.0
E02004376,155.0
E02004377,129.0
E02004378,253.0
E02004379,683.0
E02004380,2105.0
E02004381,422.0
E02004382,635.0
E02004383,207.0
E02004384,667.0
E02004385,130.0
E02004386,45.0
E02004387,45.0
E02004388,130.0
E02004389,114.0
E02004390,114.0
E02004391,114.0
E02004392,257.0
E02004393,256.0
E02004394,517.0
E02004395,206.0
E02004396,517.0
E02004397,230.0
E02004398,191.0
E02004399,129.0
E02004400,203.0
E02004401,160.0
E02004402,191.0
E02004403,703.0
E02004404,829.0
E02004405,225.0
E02004406,250.0
E02004407,731.0
E02004408,250.0
E02004409,901.0
E02004410,679.0
E02004411,580.0
E02004412,140.0
E02004413,730.0
E02004414,261.0
E02004415,927.0
E02004416,593.0
E02004417,197.0
E02004418,270.0
E02004419,270.0
E02004420,870.0
E02004421,73.0
E02004422,829.0
E02004423,301.0
E02004424,561.0
E02004425,416.0
E02004426,435.0
E02004427,676.0
E02004428,186.0
E02004429,422.0
E02004430,186.0
E02004431,253.0
E02004432,1284.0
E02004433,1289.0
E02004434,391.0
E02004435,180.0
E02004436,180.0
E02004437,1127.0
E02004438,1066.0
E02004439,758.0
E02004440,977.0
E02004441,89.0
E02004442,219.0
E02004443,299.0
E02004444,886.0
E02004445,308.0
E02004446,744.0
E02004447,430.0
E02004448,371.0
E02004449,140.0
E02004450,871.0
E02004451,371.0
E02004452,350.0
E02004453,210.0
E02004454,731.0
E02004455,322.0
E02004456,322.0
E02004457,714.0
E02004458,929.0
E02004459,880.0
E02004460,301.0
E02004461,161.0
E02004462,161.0
E02004463,830.0
E02004464,651.0
E02004465,866.0
E02004466,241.0
E02004467,370.0
E02004468,450.0
E02004469,370.0
E02004470,611.0
E02004471,819.0
E02004472,531.0
E02004473,226.0
E02004474,403.0
E02004475,226.0
E02004476,226.0
E02004477,672.0
E02004478,495.0
E02004479,226.0
E02004480,103.0
E02004481,103.0
E02004482,103.0
E02004483,103.0
E02004484,103.0
E02004485,1612.0
E02004486,435.0
E02004487,987.0
E02004488,881.0
E02004489,1458.0
E02004490,435.0
E02004491,789.0
E02004492,1235.0
E02004493,789.0
E02004494,1235.0
E02004495,915.0
E02004496,354.0
E02004497,926.0
E02004498,354.0
E02004499,354.0
E02004500,800.0
E02004501,354.0
E02004502,1616.0
E02004503,446.0
E02004504,446.0
E02004505,556.0
E02004506,760.0
E02004507,289.0
E02004508,409.0
E02004509,355.0
E02004512,1585.0
E02004513,483.0
E02004514,178.0
E02004515,620.0
E02004516,372.0
E02004517,306.0
E02004518,306.0
E02004519,178.0
E02004520,372.0
E02004521,381.0
E02004522,529.0
E02004523,128.0
E02004524,947.0
E02004525,253.0
E02004526,187.0
E02004527,786.0
E02004528,844.0
E02004529,1336.0
E02004530,106.0
E02004531,228.0
E02004532,228.0
E02004533,219.0
E02004534,219.0
E02004535,1626.0
E02004536,572.0
E02004537,1218.0
E02004538,422.0
E02004539,422.0
E02004540,422.0
E02004541,547.0
E02004542,765.0
E02004543,295.0
E02004544,405.0
E02004545,127.0
E02004546,127.0
E02004547,215.0
E02004548,183.0
E02004549,70.0
E02004550,468.0
E02004551,253.0
E02004552,88.0
E02004553,70.0
E02004554,158.0
E02004555,410.0
E02004556,1017.0
E02004557,223.0
E02004558,223.0
E02004559,223.0
E02004560,112.0
E02004561,830.0
E02004562,112.0
E02004563,339.0
E02004564,293.0
E02004565,293.0
E02004566,131.0
E02004567,339.0
E02004568,287.0
E02004569,657.0
E02004570,177.0
E02004571,446.0
E02004572,547.0
E02004573,68.0
E02004574,68.0
E02004575,560.0
E02004576,68.0
E02004577,680.0
E02004578,64.0
E02004579,223.0
E02004580,64.0
E02004581,240.0
E02004582,208.0
E02004583,341.0
E02004584,107.0
E02004585,208.0
E02004586,208.0
E02004587,208.0
E02004588,107.0
E02004589,107.0
E02004590,448.0
E02004591,1064.0
E02004592,373.0
E02004593,801.0
E02004594,1202.0
E02004595,1324.0
E02004596,705.0
E02004597,409.0
E02004598,1612.0
E02004599,1655.0
E02004600,422.0
E02004601,485.0
E02004602,290.0
E02004603,1326.0
E02004604,290.0
E02004605,353.0
E02004606,422.0
E02004607,775.0
E02004608,973.0
E02004609,290.0
E02004610,669.0
E02004611,904.0
E02004612,537.0
E02004613,600.0
E02004614,537.0
E02004615,458.0
E02004616,656.0
E02004617,656.0
E02004618,1532.0
E02004619,1147.0
E02004620,468.0
E02004621,468.0
E02004622,468.0
E02004623,468.0
E02004624,1072.0
E02004625,1274.0
E02004626,972.0
E02004627,241.0
E02004628,255.0
E02004629,347.0
E02004630,866.0
E02004631,607.0
E02004632,74.0
E02004633,195.0
E02004634,121.0
E02004635,330.0
E02004636,619.0
E02004637,619.0
E02004638,619.0
E02004639,619.0
E02004640,299.0
E02004641,370.0
E02004642,1098.0
E02004643,299.0
E02004644,619.0
E02004645,370.0
E02004646,199.0
E02004647,299.0
E02004648,718.0
E02004649,818.0
E02004650,1098.0
E02004651,1338.0
E02004652,981.0
E02004653,1118.0
E02004654,744.0
E02004655,135.0
E02004656,744.0
E02004657,709.0
E02004658,609.0
E02004659,1099.0
E02004660,744.0
E02004661,385.0
E02004662,385.0
E02004663,714.0
E02004664,200.0
E02004665,364.0
E02004666,246.0
E02004667,429.0
E02004668,1303.0
E02004669,1302.0
E02004670,643.0
E02004671,918.0
E02004672,980.0
E02004673,1426.0
E02004674,998.0
E02004675,608.0
E02004676,608.0
E02004677,698.0
E02004678,1529.0
E02004679,1309.0
E02004680,623.0
E02004681,1041.0
E02004682,610.0
E02004683,708.0
E02004684,360.0
E02004685,412.0
E02004686,130.0
