MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres,supermarket,warehouse,brownfield
E02002149,"Bushbury",0,285.0,1730.49,10.146,1,0.00,862.17,0.00,10.7102
E02002150,"Fordhouses",0,218.0,3226.69,5.840,0,0.00,0.00,0.00,1.4299
E02002151,"Pendeford",0,99.0,749.18,8.911,0,0.00,2882.35,0.00,0.8171
E02002152,"Bushbury Hill",0,286.0,90.35,5.549,0,0.00,0.00,0.00,1.2166
E02002153,"Ashmore Park",0,136.0,205.16,9.975,0,0.00,0.00,0.00,1.5641
E02002154,"Oxley Park",0,218.0,1304.79,6.847,0,0.00,1729.56,0.00,46.7656
E02002155,"Low Hill",0,198.0,189.98,4.848,0,0.00,1259.12,0.00,6.3016
E02002156,"Wood End",0,286.0,0.00,9.269,1,0.00,1938.61,0.00,1.1596
E02002157,"Tettenhall North",0,304.0,919.02,19.051,1,0.00,585.05,0.00,1.0476
E02002158,"Wednesfield North East",0,245.0,213.20,18.524,0,0.00,0.00,0.00,1.4601
E02002159,"Park Lane",0,198.0,318.14,5.613,0,0.00,0.00,0.00,10.8004
E02002160,"Wednesfield Town",0,395.0,3532.47,15.957,0,0.00,11889.74,0.00,7.5385
E02002161,"Whitmore Reans & Dunstall Hill",0,536.0,3435.58,51.054,1,0.00,0.00,0.00,1.9356
E02002162,"Tettenhall South",0,354.0,490.14,20.275,0,0.00,0.00,0.00,5.1457
E02002163,"Heath Town",0,754.0,2928.56,38.791,0,0.00,1152.52,0.00,51.7518
E02002164,"Waterloo Road",0,259.0,1248.87,4.899,3,0.00,11144.30,0.00,1.6213
E02002165,"West Park",0,346.0,1016.48,13.207,1,0.00,0.00,0.00,4.3018
E02002166,"East Park",0,159.0,1015.27,0.376,1,0.00,0.00,0.00,8.6799
E02002167,"Castlecroft",0,292.0,373.08,14.755,1,0.00,1318.49,0.00,4.2242
E02002168,"Wolverhampton Central",0,444.0,10491.40,22.949,7,0.00,13989.67,0.00,33.435
E02002169,"Compton & Merryhill North",0,401.0,993.28,14.260,0,0.00,195.82,0.00,2.156136
E02002170,"Bilston North West",0,156.0,51.48,3.976,0,0.00,815.47,0.00,2.4765
E02002171,"Bilston North East",0,210.0,79.11,5.052,0,0.00,413.48,0.00,2.969437
E02002174,"Bradmore",0,196.0,334.09,10.669,0,0.00,0.00,0.00,2.5173
E02002175,"Bilston Lunt & Loxdale",0,200.0,530.24,15.858,0,0.00,0.00,0.00,4.83178
E02002176,"Merryhill South",0,196.0,529.91,12.714,0,0.00,1232.27,0.00,1.1133
E02002177,"Ettingshall",0,309.0,2087.09,11.943,0,0.00,2733.31,0.00,43.712326
E02002178,"Goldthorn Park",0,301.0,566.89,12.316,0,0.00,1666.92,0.00,2.1396
E02002179,"Upper Penn",0,109.0,398.98,11.638,0,0.00,0.00,0.00,1.598201
E02002180,"Ettingshall Park",0,109.0,105.07,10.552,0,0.00,0.00,0.00,0.9153
E02002181,"Bradley",0,95.0,866.97,7.588,1,0.00,8513.28,0.00,10.3501
E02002182,"Woodcross",0,311.0,0.00,5.750,0,0.00,0.00,0.00,2.4908
E02006894,"Blakenhall",0,355.0,6478.27,10.277,7,0.00,8907.17,0.00,31.118078
