MSOA,Name,index-of-transport-accessibility,chargepoints
S02002051,"?",0,0
S02002052,"?",0,0
S02002053,"?",0,0
S02002054,"?",0,0
S02002055,"?",0,0
S02002056,"?",0,0
S02002057,"?",0,0
S02002058,"?",0,0
S02002059,"?",0,0
S02002060,"?",0,0
S02002061,"?",0,0
S02002062,"?",0,0
S02002063,"?",0,0
S02002064,"?",0,0
S02002065,"?",0,0
S02002066,"?",0,0
S02002067,"?",0,0
S02002068,"?",0,0
S02002069,"?",0,0
S02002070,"?",0,0
S02002071,"?",0,0
S02002072,"?",0,0
