MSOA,index-of-transport-accesibility,chargepoints
W02000142,0,0.01
W02000143,0,0.00
W02000144,0,0.01
W02000145,0,0.01
W02000146,0,0.00
W02000147,0,0.00
W02000148,0,0.00
W02000149,0,0.05
W02000151,0,0.02
W02000152,0,0.01
W02000153,0,0.01
W02000154,0,0.01
W02000156,0,0.01
W02000157,0,0.01
W02000158,0,0.00
W02000159,0,0.01
W02000160,0,0.00
W02000161,0,0.00
W02000162,0,0.01
W02000163,0,0.01
W02000164,0,0.02
W02000165,0,0.01
W02000166,0,0.01
W02000167,0,0.00
W02000418,0,0.03
