MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres,supermarket,warehouse,brownfield
E02000653,"Silwood & Pepys",0,478.0,248.06,0.947,2,0.00,2076.37,0.00,1.48
E02000654,"Deptford North",0,223.0,90.72,0.278,0,0.00,0.00,0.00,7.77
E02000655,"New Cross Gate",0,653.0,683.25,5.984,3,0.00,6050.57,0.00,14.44
E02000657,"New Cross South",0,346.0,92.41,2.588,2,0.00,0.00,0.00,0.81
E02000658,"Telegraph Hill",0,521.0,20.00,2.016,0,0.00,0.00,0.00,1.91
E02000659,"Blackheath West",0,819.0,154.91,5.248,0,0.00,0.00,0.00,6.93
E02000660,"Brockley East & St Johns",0,477.0,221.74,7.812,0,0.00,0.00,0.00,0
E02000661,"Blackheath Village",0,725.0,456.24,38.943,1,0.00,91.87,0.00,0.93
E02000662,"Brockley West",0,217.0,44.22,3.135,3,0.00,455.10,0.00,0.63
E02000663,"Loampit & Hilly Fields",0,348.0,12.04,1.925,0,0.00,0.00,1184.08,0.98
E02000664,"Lewisham Central & Park",0,354.0,1309.41,12.563,21,0.00,7976.42,0.00,15.52
E02000665,"Manor House",0,383.0,202.81,9.341,3,0.00,5488.93,0.00,2.44
E02000666,"Ladywell",0,603.0,60.94,2.360,0,0.00,0.00,0.00,0.04
E02000667,"Crofton Park",0,633.0,0.00,2.635,0,0.00,369.89,0.00,0.24
E02000668,"Lee",0,383.0,72.44,10.809,0,0.00,276.87,0.00,0.85
E02000669,"Hither Green",0,658.0,0.00,3.463,2,0.00,963.79,0.00,0.45
E02000670,"Catford East & Mountsfield Park",0,500.0,30.93,4.361,0,0.00,438.31,0.00,0.38
E02000671,"Honor Oak",0,633.0,0.00,12.248,0,0.00,0.00,0.00,0.32
E02000672,"Catford Bridge",0,500.0,1199.44,9.531,10,0.00,5833.80,5231.80,4.98
E02000673,"Forest Hill West",0,235.0,140.75,12.347,9,0.00,2261.70,0.00,2.4
E02000674,"Corbett Estate",0,275.0,0.00,4.495,2,0.00,0.00,0.00,0.24
E02000675,"Grove Park & Lee South",0,158.0,540.32,17.245,0,0.00,0.00,0.00,0.33
E02000676,"Forest Hill East",0,510.0,0.00,8.023,0,0.00,0.00,0.00,0.14
E02000677,"Culverley Green",0,275.0,482.16,25.078,4,0.00,0.00,0.00,21.12
E02000678,"Further Green",0,901.0,82.67,5.824,0,0.00,0.00,8294.63,0
E02000679,"Perry Vale",0,705.0,164.03,32.824,4,0.00,0.00,0.00,2.59
E02000680,"Upper Sydenham",0,430.0,0.00,8.661,0,0.00,0.00,0.00,3.32
E02000681,"Bellingham & Perry Hill",0,705.0,1068.86,6.083,0,0.00,16713.26,0.00,0.28
E02000682,"Forster Park & Southend",0,743.0,51.04,7.837,1,0.00,0.00,0.00,6.3
E02000683,"Chinbrook",0,574.0,81.04,12.203,3,0.00,0.00,0.00,0.78
E02000685,"Sydenham Wells",0,195.0,99.38,14.288,2,0.00,0.00,0.00,2.69
E02000686,"Beckenham Hill",0,926.0,1347.60,5.982,5,0.00,505.31,0.00,0.31
E02000687,"Lower Sydenham",0,195.0,162.20,7.496,0,0.00,0.00,0.00,1.33
E02006783,"Downham East",0,968.0,280.32,11.036,0,0.00,1464.18,0.00,0
E02006784,"Downham West",0,1199.0,269.13,12.387,3,0.00,0.00,0.00,0
E02006798,"New Cross & Deptford South",0,478.0,287.03,1.712,6,0.00,310.27,0.00,7.57
