MSOA,index-of-transport-accesibility,chargepoints
E02000433,0,0.02
E02000434,0,0.02
E02000435,0,0.00
E02000436,0,0.00
E02000437,0,0.02
E02000438,0,0.01
E02000439,0,0.00
E02000440,0,0.00
E02000441,0,0.01
E02000442,0,0.00
E02000443,0,0.00
E02000444,0,0.00
E02000445,0,0.02
E02000447,0,0.00
E02000448,0,0.01
E02000449,0,0.00
E02000451,0,0.00
E02000452,0,0.02
E02000453,0,0.08
E02000454,0,0.00
E02000455,0,0.02
E02000456,0,0.03
E02000457,0,0.02
E02000459,0,0.02
E02000460,0,0.01
E02000461,0,0.03
E02000462,0,0.01
E02000463,0,0.00
E02006795,0,0.02
E02006882,0,0.00
