MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,grid-capacity,distribution-centres,supermarket,warehouse,brownfield
E02006542,"Arundel",0,204.0,1834.90,43.244,5,0,0.00,0.00,0.00,1.68
E02006543,"Angmering North",0,572.0,1049.82,21.172,0,0,0.00,0.00,0.00,1.98
E02006544,"Westergate",0,633.0,656.87,36.356,4,0,0.00,0.00,0.00,0.81
E02006545,"Wick & Toddington",0,112.0,2287.66,18.141,3,0,0.00,11220.46,8317.24,0.9
E02006546,"Angmering South",0,352.0,2543.48,30.324,1,0,0.00,17108.31,0.00,0.61
E02006547,"Yapton & Climping",0,332.0,1134.30,20.113,0,0,0.00,0.00,0.00,0.35
E02006548,"Rustington North",0,320.0,486.49,52.487,0,0,0.00,579.45,0.00,0.48
E02006549,"Ferring & Kingston Gorse",0,466.0,992.75,25.438,2,0,0.00,7691.44,0.00,0.83
E02006550,"Littlehampton East",0,320.0,625.47,21.901,1,0,0.00,0.00,0.00,3.85
E02006551,"East Preston & Rustington East",0,458.0,623.56,34.597,0,0,0.00,1706.26,0.00,0
E02006552,"Littlehampton West and River",0,270.0,1688.96,15.578,3,0,0.00,5486.09,0.00,11.41
E02006553,"North Bersted",0,270.0,2496.15,15.581,1,0,0.00,11447.14,98222.16,0.59
E02006554,"Middleton-on-Sea",0,220.0,510.10,17.099,0,0,0.00,0.00,0.00,0.55
E02006555,"South Bersted",0,270.0,1653.14,14.810,2,0,0.00,7356.04,6084.65,0.1347
E02006556,"Felpham",0,270.0,1204.28,26.065,0,0,0.00,0.00,127.68,0
E02006557,"Hawthorn Road",0,270.0,838.80,7.527,0,0,0.00,662.74,0.00,0.02
E02006558,"Bognor Regis Central",0,270.0,3640.63,41.482,4,0,0.00,4196.69,0.00,0.18
E02006559,"Aldwick",0,142.0,280.58,14.345,0,0,0.00,502.24,0.00,0
E02006560,"Nyetimber & Pagham",0,404.0,905.65,13.479,0,0,0.00,330.23,15671.15,0.49
