MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres,supermarket,warehouse,brownfield
E02003065,"Portishead Central",0,326.0,3009.20,70.969,2,0.00,8476.07,0.00,0
E02003066,"Portishead Redcliffe",0,326.0,1382.53,20.191,4,0.00,0.00,0.00,0
E02003067,"Portishead South",0,326.0,1950.04,37.600,0,0.00,4325.73,0.00,0
E02003068,"Pill & Easton",0,657.0,39654.48,32.003,3,0.00,0.00,94341.12,0
E02003069,"Clevedon North & Walton",0,254.0,1171.37,24.578,0,0.00,308.18,559.24,0
E02003070,"Long Ashton & Gordano",0,1437.0,38445.52,77.270,6,22455.08,1393.85,2562.49,0
E02003071,"Clevedon Central",0,254.0,2032.03,55.552,1,1151.31,1675.97,0.00,0
E02003072,"Nailsea West",0,265.0,1444.94,81.614,0,0.00,4074.00,6734.39,0
E02003073,"Nailsea East",0,265.0,1090.26,31.798,2,0.00,4334.25,0.00,0
E02003074,"Clevedon South & Yeo",0,254.0,791.35,24.327,3,0.00,7992.51,0.00,0
E02003075,"Backwell & Flax Bourton",0,536.0,2920.51,41.632,1,0.00,0.00,0.00,0
E02003076,"Yatton & Cleeve",0,628.0,1540.26,50.984,0,0.00,0.00,0.00,0
E02003077,"Wrington",0,678.0,19783.72,57.613,11,0.00,0.00,0.00,0
E02003078,"Congresbury & Kewstoke",0,736.0,3356.45,27.894,1,0.00,0.00,0.00,0
E02003079,"North Worle",0,199.0,622.07,29.033,0,0.00,394.14,0.00,0
E02003080,"Mid Worle",0,199.0,589.63,34.538,0,0.00,1254.70,0.00,0
E02003081,"Weston Milton",0,335.0,225.41,19.725,0,0.00,0.00,0.00,0
E02003082,"Weston Hillside",0,335.0,544.97,10.424,0,0.00,290.23,0.00,0
E02003084,"Weston Town",0,335.0,3166.50,14.025,3,0.00,17703.60,2588.55,0
E02003085,"Weston Bournville",0,709.0,2257.58,28.775,0,0.00,4364.95,3436.89,0
E02003086,"Weston Clarence",0,136.0,918.30,5.239,0,0.00,0.00,0.00,0
E02003087,"Hutton",0,373.0,1066.72,41.082,0,0.00,0.00,0.00,0
E02003088,"Winscombe",0,576.0,1031.02,57.674,0,0.00,0.00,0.00,0
E02003089,"Weston Uphill",0,299.0,1620.42,13.278,0,0.00,0.00,0.00,0
E02006845,"South Worle",0,385.0,4079.82,23.097,4,0.00,15615.83,0.00,0
E02006846,"Weston Winterstoke",0,498.0,2754.87,24.247,3,1231.94,3585.40,0.00,0
