E02005761	Masham
E02005762	Ripon North & West
E02005763	Dishforth
E02005764	Ripon South & East
E02005765	Boroughbridge & Marton-cum-Grafton
E02005766	Pateley Bridge & Nidd Valley
E02005767	Knaresborough North
E02005768	Killinghall & Hampsthwaite
E02005769	Knaresborough Central
E02005770	Bilton
E02005771	Saltergate
E02005772	Knaresborough South & Follifoot
E02005773	Harrogate East
E02005774	Starbeck
E02005775	Central Harrogate
E02005776	Ouseburn
E02005777	Hookstone
E02005778	Menwith
E02005779	Stray
E02005780	Harrogate West & Pannal Ash
E02005781	Spofforth
