MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres,supermarket,warehouse,brownfield
W02000314,"Rassau & Beaufort",0,75.0,128.48,5.727,0,0.00,0.00,0.00,0
W02000315,"Bryn-mawr",0,51.0,431.31,4.514,2,0.00,0.00,0.00,0
W02000316,"Sirhowy",0,24.0,210.08,4.812,0,0.00,0.00,0.00,0
W02000317,"Ebbw Vale North & Glyncoed",0,51.0,1478.35,5.541,3,0.00,6663.87,0.00,0
W02000318,"Blaina & Nantyglo",0,73.0,840.04,5.507,4,0.00,8299.56,0.00,0
W02000319,"Tredegar & Georgetown",0,75.0,261.46,6.403,0,0.00,1364.04,0.00,0
W02000320,"Ebbw Vale South & Cwm",0,51.0,3110.94,7.892,4,0.00,1727.10,0.00,0
W02000321,"Abertillery North & Cwmtillery",0,22.0,1512.82,4.786,4,0.00,0.00,0.00,0
W02000322,"Abertillery South & Llanhilleth",0,157.0,274.86,3.642,0,0.00,0.00,0.00,0
