MSOA,index-of-transport-accesibility,chargepoints
W02000080,0,0.01
W02000081,0,0.00
W02000082,0,0.00
W02000083,0,0.00
W02000084,0,0.00
W02000085,0,0.01
W02000086,0,0.01
W02000087,0,0.00
W02000088,0,0.02
W02000089,0,0.02
W02000090,0,0.00
W02000091,0,0.00
W02000092,0,0.00
W02000093,0,0.00
W02000094,0,0.02
W02000095,0,0.00
W02000096,0,0.00
W02000420,0,0.00
