MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,grid-capacity,distribution-centres,supermarket,warehouse,brownfield
E02001738,"Whitley Bay North",223,224.0,1181.98,24.948,0,0.00,0.00,76.32,0.00,0.12
E02001739,"Fordley",280,393.0,1062.92,17.058,0,7.72,0.00,0.00,0.00,1.38
E02001740,"Whitley Sands",221,224.0,629.30,19.708,6,4.72,0.00,0.00,0.00,0
E02001741,"Wideopen & Seaton Burn",256,766.0,246.74,57.806,0,3.78,0.00,606.27,0.00,0.28
E02001742,"West Monkseaton",234,224.0,245.37,26.614,0,7.72,0.00,448.43,0.00,0
E02001743,"Whitley Bay Promenade",226,224.0,905.83,32.990,1,4.72,0.00,4738.30,0.00,12.490157
E02001744,"Shiremoor North & South Wellfield",272,358.0,849.87,38.708,0,7.72,0.00,7374.04,0.00,5.51161
E02001745,"Killingworth West & Camperdown",285,322.0,1314.60,29.853,2,2.85,0.00,15474.59,0.00,13.51
E02001746,"Monkseaton",238,617.0,744.77,39.129,0,4.72,0.00,2404.60,0.00,2.82
E02001747,"Cullercoats",257,336.0,508.17,18.346,0,4.72,0.00,301.80,0.00,0.09
E02001748,"Shiremoor South & West Allotment",302,71.0,5792.37,40.758,10,3.57,0.00,5175.95,0.00,0.03
E02001749,"Killingworth East",274,160.0,378.04,24.333,0,3.57,0.00,5257.49,0.00,0.35
E02001750,"Preston Grange",279,463.0,2102.99,18.573,6,4.72,0.00,16620.11,0.00,0
E02001751,"Forest Hall & West Moor",250,160.0,101.36,32.777,0,3.57,0.00,0.00,0.00,0
E02001752,"New York",295,646.0,6305.55,75.419,7,5.65,0.00,0.00,0.00,0
E02001753,"Tynemouth Priory",244,134.0,1235.84,35.193,4,4.72,0.00,0.00,0.00,5.9017
E02001754,"Tynemouth West",272,239.0,641.48,19.415,0,4.72,0.00,0.00,0.00,0.17
E02001755,"Holystone & Benton",270,381.0,2637.01,38.977,10,4.28,0.00,11109.80,0.00,7.2
E02001756,"Longbenton",237,360.0,4703.12,27.137,1,5.81,0.00,0.00,0.00,0.63
E02001757,"Preston Billy Mill",302,239.0,124.25,9.456,0,4.72,0.00,0.00,0.00,1.02
E02001758,"Battle Hill East",304,112.0,2066.55,6.770,1,5.65,0.00,0.00,0.00,0
E02001759,"North Shields",286,239.0,548.05,26.378,3,4.72,0.00,2149.59,0.00,4.824
E02001760,"Chirton",304,239.0,1649.37,13.874,1,4.72,0.00,10115.84,0.00,0.45
E02001761,"Battle Hill West",305,112.0,401.55,10.977,0,5.65,0.00,1709.21,0.00,0.17
E02001762,"East Benton",297,272.0,234.60,7.255,0,5.65,0.00,0.00,0.00,0
E02001763,"Howdon",308,351.0,280.19,9.246,0,5.72,0.00,1496.95,0.00,0.67
E02001764,"Percy Main",306,274.0,12005.38,13.066,0,5.72,0.00,0.00,0.00,8.87
E02001765,"Willington Quay",309,169.0,147.69,13.782,0,5.72,0.00,0.00,0.00,25.8745
E02001766,"Wallsend East",297,274.0,399.31,15.627,3,5.72,0.00,611.05,0.00,12.2121
E02001767,"Wallsend West",299,240.0,1022.03,16.496,2,5.65,0.00,2987.42,0.00,1.35
