MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,grid-capacity,distribution-centres,supermarket,warehouse,brownfield
E02005958,"Thame North",0,232.0,1254.70,15.393,0,0,0.00,2667.94,0.00,1.33
E02005959,"Beckley & Horspath",0,1553.0,2922.38,41.632,0,0,0.00,0.00,0.00,35.0083
E02005960,"Thame South",0,151.0,588.69,10.944,0,0,0.00,2254.50,7459.01,7.92
E02005961,"Wheatley & Great Haseley",0,607.0,2622.43,49.501,10,0,0.00,4341.55,0.00,0.53
E02005962,"Chinnor & Tetsworth",0,534.0,666.14,68.581,0,0,0.00,610.21,0.00,0.181949
E02005963,"Berinsfield & Wittenham",0,1807.0,3604.25,42.324,0,0,0.00,0.00,0.00,2.200603
E02005964,"Chalgrove",0,579.0,157.73,52.614,0,0,0.00,0.00,0.00,0
E02005965,"Watlington & Nettlebed",0,985.0,1269.49,54.251,2,0,0.00,0.00,0.00,0
E02005966,"Didcot Ladygrove",0,374.0,3203.85,24.368,2,0,19089.39,9023.95,0.00,0
E02005967,"Didcot West",0,374.0,2704.91,63.545,2,0,0.00,9179.82,0.00,22.29
E02005968,"Benson & Crowmarsh Gifford",0,1260.0,2129.68,48.957,1,0,0.00,1126.03,0.00,38.577171
E02005969,"Wallingford & Brightwell",0,315.0,1452.09,74.332,2,0,0.00,5380.88,0.00,0.32
E02005970,"Didcot South East",0,374.0,1258.73,19.117,0,0,0.00,0.00,0.00,0
E02005971,"Didcot South West",0,374.0,851.70,19.656,0,0,0.00,0.00,0.00,0
E02005972,"Hagbourne",0,1152.0,1204.70,66.858,0,0,0.00,0.00,0.00,0.684657
E02005973,"Henley North",0,419.0,1212.71,32.334,3,0,0.00,2476.85,0.00,7.757997
E02005974,"Henley South",0,419.0,1497.16,79.286,2,0,0.00,5104.52,0.00,0.786548
E02005975,"Goring",0,1545.0,1201.13,64.349,0,0,0.00,345.75,0.00,7.551426
E02005976,"Shiplake & Binfield Heath",0,767.0,1099.63,64.173,3,0,0.00,0.00,0.00,69.42466
E02005977,"Sonning Common & Kidmore End",0,767.0,797.40,31.170,0,0,0.00,0.00,0.00,0.17
