MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres,supermarket,warehouse,brownfield
E02003549,"Bassett Green",0,336.0,567.30,16.285,0,0.00,0.00,0.00,0
E02003550,"Aldermoor & Lordswood",0,261.0,1223.72,10.067,0,0.00,0.00,0.00,0
E02003551,"Stoneham",0,388.0,1676.05,8.319,0,0.00,414.99,50280.46,0
E02003552,"Coxford & Lords Hill",0,261.0,1791.37,8.153,0,0.00,6344.68,0.00,0
E02003553,"Swaythling",0,463.0,1380.28,7.471,0,0.00,0.00,0.00,0
E02003554,"Hollybrook",0,487.0,952.45,13.321,1,0.00,0.00,0.00,0
E02003555,"Maybush",0,261.0,2645.85,11.840,1,283.11,2449.09,283.11,0
E02003556,"Townhill Park",0,127.0,1153.93,8.807,0,0.00,0.00,0.00,0
E02003557,"Highfield & University",0,336.0,851.15,11.417,2,0.00,0.00,0.00,0
E02003558,"Shirley Warren",0,487.0,3041.13,9.949,0,0.00,3665.89,0.00,0
E02003559,"Upper Shirley",0,487.0,1336.92,7.779,0,0.00,995.82,0.00,0
E02003560,"Redbridge & Millbrook West",0,487.0,12743.60,12.488,1,16670.22,0.00,40944.66,0
E02003561,"St Denys",0,181.0,624.77,9.884,0,0.00,9914.35,0.00,0
E02003562,"Bitterne West",0,662.0,1042.69,36.024,0,0.00,2552.69,0.00,0
E02003563,"Shirley South",0,562.0,1912.73,34.859,1,0.00,10770.92,0.00,0
E02003564,"Bitterne East",0,295.0,1287.83,11.872,2,0.00,0.00,0.00,0
E02003565,"Bevois Town",0,407.0,835.69,1.840,0,0.00,3520.35,0.00,0
E02003566,"Harefield",0,127.0,783.83,9.361,0,0.00,0.00,0.00,0
E02003567,"Regents Park & Millbrook East",0,487.0,3020.26,10.572,1,0.00,0.00,0.00,0
E02003568,"Banister Park & Howard Road",0,301.0,467.24,7.480,1,0.00,2503.05,0.00,0
E02003569,"Freemantle",0,758.0,13199.18,19.826,0,0.00,92.97,0.00,0
E02003570,"Newtown & Nicholstown",0,407.0,2162.03,3.582,7,0.00,856.73,8903.21,0
E02003571,"Central Southampton West",0,720.0,12018.27,8.445,32,0.00,9304.70,0.00,0
E02003572,"Bitterne South",0,295.0,846.85,7.881,8,0.00,0.00,0.00,0
E02003573,"Thornhill",0,295.0,1356.17,14.724,0,0.00,1749.17,0.00,0
E02003574,"Sholing East",0,168.0,417.06,9.351,0,0.00,0.00,0.00,0
E02003575,"Hightown",0,168.0,1091.64,9.411,0,0.00,0.00,0.00,0
E02003576,"Itchen",0,168.0,947.42,11.629,4,0.00,0.00,0.00,0
E02003577,"Central Southampton East",0,332.0,5478.26,0.067,0,0.00,0.00,8881.48,0
E02003578,"Sholing West",0,168.0,309.38,8.632,0,0.00,0.00,0.00,0
E02003579,"Woolston",0,168.0,1055.60,13.547,4,0.00,2111.11,0.00,0
E02003580,"Weston",0,168.0,1282.84,5.335,0,0.00,0.00,0.00,0
