MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,grid-capacity,distribution-centres,supermarket,warehouse,brownfield
E02001637,"Darnall",353,323.0,2109.73,4.426,1,5.98,0.00,1988.83,14908.75,21.07
E02001638,"Springvale & Steel Bank",199,356.0,57.05,18.402,0,5.66,0.00,1215.06,0.00,0.23
E02001639,"Crookes",193,576.0,68.34,17.729,0,5.66,0.00,10.35,0.00,0
E02001640,"Broomhill & Lower Crookesmoor",224,804.0,1470.50,34.872,0,5.66,0.00,518.57,0.00,1.97
E02001642,"Littledale & Handsworth North",416,296.0,2189.08,5.565,0,5.57,0.00,2287.66,0.00,6
E02001643,"Sandygate & Crosspool",168,644.0,317.07,74.915,0,5.66,0.00,299.01,0.00,0
E02001646,"Broomhall",245,644.0,923.39,31.232,2,9.94,0.00,2951.14,0.00,2.88
E02001647,"Handsworth South",393,296.0,558.16,5.906,0,5.18,0.00,9430.80,0.00,0.13
E02001648,"Endcliffe & Ranmoor",185,644.0,736.05,34.920,0,5.66,0.00,0.00,0.00,0.21
E02001649,"Woodthorpe",366,437.0,1060.79,3.955,0,5.90,0.00,0.00,2921.30,34.37
E02001650,"Sharrow",269,929.0,1015.89,25.349,0,9.94,0.00,8471.12,0.00,2.88
E02001651,"Fulwood & Lodge Moor",142,890.0,905.77,31.878,0,5.66,0.00,268.43,0.00,2.34
E02001652,"Highfield & Lowfield",289,1111.0,4231.25,21.577,0,9.94,0.00,3197.79,2930.67,8.13
E02001653,"Norfolk Park",272,109.0,615.47,3.002,0,9.94,0.00,0.00,0.00,14.11
E02001654,"Woodhouse Mill",316,56.0,122.78,5.465,0,5.57,0.00,0.00,0.00,0.57
E02001655,"Richmond & Stradbroke",354,144.0,153.05,6.927,0,4.13,0.00,0.00,0.00,0
E02001656,"Brincliffe & Sharrow Vale",202,766.0,500.53,28.497,0,5.22,0.00,1463.75,0.00,1.64
E02001657,"Ecclesall & Greystones",191,410.0,440.61,75.778,0,5.22,0.00,0.00,0.00,0
E02001658,"Arbourthorne",315,171.0,588.06,2.082,0,5.90,0.00,1365.56,0.00,7.05
E02001659,"Woodhouse West",360,56.0,367.37,6.092,0,5.18,0.00,1628.50,0.00,0.58
E02001660,"Nether Edge",224,618.0,234.41,44.940,0,6.00,0.00,115.38,95.05,0.51
E02001661,"Heeley & Newfield Green",250,265.0,786.81,4.334,2,9.94,0.00,1602.83,645.98,0.71
E02001662,"Intake",324,227.0,163.97,20.637,0,5.90,0.00,0.00,0.00,5.07
E02001663,"Meersbrook",211,413.0,1950.65,47.271,1,6.00,0.00,3008.99,120.20,1.07
E02001664,"Gleadless",307,88.0,109.70,9.938,0,5.90,0.00,234.89,0.00,0.55
E02001665,"Bents Green & Millhouses",164,766.0,1259.37,47.727,0,6.00,0.00,0.00,0.00,18.26
E02001666,"Beighton",326,217.0,2149.39,12.584,2,5.18,0.00,2823.03,0.00,0.2
E02001669,"Woodseats",188,304.0,2201.33,13.941,0,6.00,0.00,20021.95,0.00,2.03
E02001670,"Herdings & Gleadless Valley",226,270.0,25.33,0.553,0,5.90,0.00,0.00,0.00,2.02
E02001671,"Hackenthorpe",320,217.0,1376.95,13.465,3,3.18,0.00,7697.00,0.00,0
E02001672,"Charnock & Basegreen",289,270.0,150.36,8.167,0,5.90,0.00,846.74,0.00,0
E02001673,"Sothall",306,225.0,532.82,36.686,0,5.18,0.00,0.00,0.00,0
E02001674,"Norton & Norton Lees",191,182.0,1957.50,12.355,1,6.00,0.00,5073.58,0.00,3.26
E02001675,"Westfield & Waterthorpe",289,129.0,2026.59,19.754,0,5.18,0.00,8179.66,0.00,0.97
E02001676,"Beauchief",172,478.0,390.65,8.777,0,5.96,0.00,4339.87,0.00,0
E02001678,"Dore & Whirlow",110,462.0,1003.84,66.953,0,5.96,0.00,638.80,0.00,3.69
E02001679,"Greenhill & Lowedges",182,182.0,46.46,10.549,0,5.96,0.00,0.00,0.00,0
E02001680,"Batemoor & Jordanthorpe",190,182.0,496.04,7.008,0,5.96,0.00,0.00,0.00,0
E02001681,"Totley & Bradway",139,443.0,237.08,77.750,0,5.80,0.00,144.35,0.00,0
E02006803,"Mosborough & Halfway",278,217.0,1547.86,22.486,0,0,0.00,4929.06,0.00,6.24
E02006843,"Cathedral & Kelham",286,475.0,3146.39,2.262,0,5.88,0.00,759.82,1084.23,15.51
E02006844,"Devonshire Quarter",250,436.0,2334.79,6.941,0,9.94,0.00,3155.02,0.00,3.69
E02006868,"Park Hill & Wybourn",351,570.0,4357.93,8.276,0,5.98,0.00,0.00,0.00,15.65
E02006869,"Birley",317,88.0,445.50,19.234,0,3.18,1616.21,226.37,0.00,17.17
