MSOA,index-of-transport-accesibility,chargepoints
E02003012,0,0.00
E02003013,0,0.00
E02003014,0,0.00
E02003015,0,0.05
E02003016,0,0.00
E02003017,0,0.00
E02003018,0,0.00
E02003019,0,0.05
E02003020,0,0.00
E02003021,0,0.01
E02003022,0,0.00
E02003023,0,0.00
E02003024,0,0.01
E02003025,0,0.01
E02003026,0,0.00
E02003027,0,0.00
E02003028,0,0.00
E02003029,0,0.00
E02003030,0,0.01
E02003031,0,0.00
E02003032,0,0.00
E02003033,0,0.01
E02003034,0,0.02
E02003036,0,0.03
E02003037,0,0.00
E02003038,0,0.00
E02003039,0,0.00
E02003040,0,0.02
E02003041,0,0.03
E02003043,0,0.30
E02003044,0,0.00
E02003045,0,0.03
E02003046,0,0.01
E02003047,0,0.02
E02003048,0,0.00
E02003049,0,0.00
E02003050,0,0.00
E02003051,0,0.00
E02003052,0,0.00
E02003053,0,0.00
E02003054,0,0.04
E02003055,0,0.00
E02003056,0,0.01
E02003057,0,0.00
E02003058,0,0.00
E02003059,0,0.01
E02003060,0,0.00
E02003061,0,0.00
E02003062,0,0.00
E02003063,0,0.01
E02003064,0,0.01
E02006887,0,0.10
E02006888,0,0.00
E02006889,0,0.02
E02006890,0,0.00
