MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,grid-capacity,distribution-centres,supermarket,warehouse,brownfield
E02006158,"Kidsgrove East",0,410.0,227.67,17.384,0,0,0.00,0.00,0.00,0
E02006159,"Kidsgrove Central",0,254.0,604.63,14.702,2,0,0.00,10188.94,0.00,0.93
E02006160,"Kidsgrove West",0,254.0,156.75,38.460,0,0,0.00,451.04,0.00,5.71
E02006161,"Talke & Crackley",0,749.0,1511.33,13.226,0,0,0.00,9726.72,38942.86,0.59
E02006162,"Audley & Bignall End",0,670.0,396.29,19.588,0,0,0.00,403.34,0.00,0.72
E02006163,"Bradwell",0,495.0,157.68,11.995,0,0,2739.50,501.43,0.00,0
E02006164,"Chesterton & Knutton",0,339.0,1042.60,18.263,0,0,0.00,588.95,105441.59,2.28
E02006165,"Porthill",0,339.0,1567.90,15.950,0,0,0.00,10102.28,0.00,0
E02006166,"May Bank",0,611.0,261.98,14.157,0,0,0.00,0.00,0.00,0
E02006167,"Newcastle West & Cross Heath",0,339.0,977.50,28.311,3,0,0.00,7118.22,0.00,10.32
E02006168,"Newcastle Town",0,865.0,4401.99,44.084,1,0,0.00,18143.76,0.00,6.48
E02006169,"Silverdale & Keele",0,416.0,3980.47,15.527,9,0,0.00,0.00,0.00,37.48
E02006170,"Madeley & Betley",0,635.0,682.27,26.407,0,0,0.00,0.00,0.00,0.61
E02006171,"Clayton & Langdale",0,339.0,222.10,17.784,0,0,0.00,0.00,0.00,0.66
E02006172,"Westlands & Seabridge",0,611.0,771.07,20.098,1,0,0.00,0.00,0.00,4.97
E02006173,"Loggerheads & Baldwins Gate",0,550.0,709.97,28.568,0,0,0.00,0.00,0.00,6.01
