MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,grid-capacity,distribution-centres,supermarket,warehouse,brownfield
E02006131,"Mayfield",0,636.0,3570.01,28.167,0,0,0.00,0.00,0.00,0.52
E02006132,"Uttoxeter Heath",0,109.0,296.32,13.259,0,0,0.00,0.00,0.00,0
E02006133,"Uttoxeter Town",0,109.0,6612.36,35.835,4,0,0.00,10253.79,0.00,9.18
E02006134,"Rolleston-on-Dove & Tutbury",0,511.0,153.68,45.528,0,0,0.00,0.00,0.00,0.01
E02006135,"Burton Stretton",0,258.0,198.38,28.025,0,0,0.00,1021.92,0.00,0
E02006136,"Abbots Bromley",0,954.0,2555.29,42.152,1,0,0.00,0.00,37075.68,0
E02006137,"Burton Horninglow",0,258.0,1417.96,28.978,0,0,0.00,576.58,0.00,0.45
E02006138,"Burton Eton Park",0,411.0,968.03,8.724,1,0,0.00,2535.21,0.00,8.54
E02006139,"Burton Shobnall",0,153.0,3102.37,8.778,0,0,7679.07,1892.55,190435.48,3.35
E02006140,"Burton Winshill",0,243.0,113.57,19.819,0,0,0.00,212.74,0.00,0
E02006141,"Burton Central",0,501.0,7880.51,53.585,6,0,5674.40,16096.14,1015.74,26.82
E02006142,"Burton Brizlincote",0,90.0,133.06,13.070,0,0,0.00,409.50,0.00,3.48
E02006143,"Branston",0,411.0,4026.39,14.098,6,0,19543.36,8557.57,153746.09,21.83
E02006144,"Burton Stapenhill",0,90.0,271.37,16.838,0,0,0.00,0.00,0.00,1.23
E02006145,"Barton-under-Needwood",0,411.0,3677.53,33.591,0,0,0.00,0.00,0.00,0
