MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,grid-capacity,distribution-centres,supermarket,warehouse,brownfield
E02003491,"Patcham East",0,441.0,1207.11,10.485,0,0,0.00,10889.91,0.00,0
E02003492,"Coldean & Moulsecoomb North",0,771.0,3875.08,11.941,3,0,0.00,0.00,33.25,0
E02003493,"Patcham West & Westdene",0,459.0,917.29,12.464,3,0,0.00,335.51,0.00,0
E02003494,"Hollingbury",0,441.0,117.88,7.333,2,0,0.00,0.00,0.00,0.23
E02003495,"Mile Oak",0,146.0,252.16,6.802,0,0,0.00,0.00,0.00,0
E02003496,"Hangleton North",0,923.0,306.29,15.772,0,0,0.00,288.73,0.00,0
E02003497,"West Blatchington",0,482.0,485.08,16.178,2,0,0.00,4968.75,0.00,0.14
E02003498,"Hollingdean & Moulsecoomb West",0,771.0,833.12,9.572,6,0,0.00,917.13,0.00,0.4
E02003499,"Bevendean & Moulsecoomb East",0,330.0,538.37,6.854,1,0,0.00,0.00,496.01,0.04
E02003500,"Fiveways",0,441.0,18.82,6.111,16,0,0.00,198.37,0.00,0.1
E02003501,"Withdean Woods",0,923.0,168.46,17.004,13,0,0.00,647.95,0.00,0.09
E02003502,"Portslade Village",0,146.0,609.28,7.472,1,0,0.00,0.00,0.00,0.06
E02003503,"Hangleton South",0,628.0,1300.61,15.628,0,0,0.00,10257.47,0.00,0
E02003504,"Preston Park",0,441.0,182.19,9.584,16,0,0.00,0.00,0.00,0
E02003505,"Round Hill",0,771.0,315.25,7.017,4,0,0.00,4113.70,0.00,0
E02003506,"Aldrington",0,482.0,1267.84,16.460,23,0,0.00,4.30,0.00,0.4
E02003507,"Woodingdean",0,330.0,333.50,8.397,0,0,0.00,262.17,164.34,0
E02003508,"Elm Grove & Bear Road",0,330.0,1.87,6.173,9,0,0.00,0.00,0.00,0
E02003509,"Goldsmid West",0,482.0,565.08,68.474,11,0,0.00,5392.52,0.00,0.59
E02003510,"Goldsmid East",0,923.0,406.72,17.970,14,0,0.00,0.00,1860.79,3.8
E02003511,"Portslade by Sea",0,669.0,1871.75,28.839,18,0,0.00,1758.13,2484.08,0.2
E02003512,"Hanover",0,330.0,22.30,11.439,12,0,0.00,0.00,0.00,0.22
E02003513,"Aldrington South",0,482.0,0.00,14.109,7,0,0.00,0.00,0.00,0
E02003514,"Seven Dials",0,923.0,10.92,11.544,9,0,0.00,0.00,0.00,0
E02003515,"Whitehawk",0,330.0,1617.51,9.714,5,0,0.00,0.00,0.00,0
E02003516,"Hove Central",0,923.0,70.94,20.569,14,0,0.00,634.83,0.00,0.34
E02003517,"North Laine & the Lanes",0,789.0,1639.53,101.229,32,0,0.00,3588.37,0.00,0.03
E02003518,"King Alfred",0,482.0,204.19,23.797,14,0,0.00,1250.02,0.00,1.66
E02003519,"Brunswick",0,923.0,728.34,23.084,15,0,0.00,1009.02,0.00,0
E02003520,"St James's Street & Queen's Park",0,1504.0,311.95,20.483,8,0,0.00,818.48,0.00,0.3
E02003521,"Kemptown",0,330.0,363.55,11.075,9,0,0.00,76.33,2248.26,0
E02003522,"Roedean & Marina",0,330.0,5415.65,9.714,8,0,0.00,10681.29,0.00,2.34
E02003523,"Rottingdean & Saltdean",0,771.0,670.66,18.493,1,0,0.00,0.00,0.00,0
