MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres,supermarket,warehouse,brownfield
E02004527,"North Weald",0,786.0,4046.47,47.210,2,0.00,0.00,5653.89,0
E02004528,"Roydon",0,844.0,791.18,27.688,0,0.00,0.00,0.00,0
E02004529,"Fyfield",0,1336.0,1169.76,47.196,0,0.00,0.00,0.00,0
E02004530,"Chipping Ongar",0,106.0,619.30,30.942,0,0.00,2073.07,0.00,0
E02004531,"Epping North",0,228.0,2516.58,30.010,0,0.00,3340.38,0.00,0
E02004532,"Epping South",0,228.0,957.32,54.378,0,0.00,0.00,0.00,0
E02004533,"Waltham Abbey North",0,219.0,244.87,12.242,0,0.00,0.00,0.00,0
E02004534,"Waltham Abbey South",0,219.0,1297.69,18.681,4,65536.67,0.00,70089.06,0
E02004535,"Waltham Abbey West & Outer",0,1626.0,3712.43,24.991,2,0.00,0.00,791.48,0
E02004536,"Theydon Bois & Abridge",0,572.0,1261.88,23.901,1,0.00,0.00,0.00,0
E02004537,"Loughton East",0,1218.0,3370.68,68.010,0,0.00,3585.69,0.00,0
E02004538,"Loughton North",0,422.0,1318.80,67.509,1,0.00,5471.16,0.00,0
E02004539,"Loughton South",0,422.0,344.43,25.527,0,0.00,0.00,1201.96,0
E02004540,"Loughton West",0,422.0,5909.69,32.909,4,0.00,5618.23,0.00,0
E02004541,"Buckhurst Hill",0,547.0,4957.62,49.811,0,0.00,2384.05,0.00,0
E02004542,"Chigwell",0,765.0,3768.80,44.586,1,0.00,0.00,0.00,0
E02004543,"Grange Hill",0,295.0,445.68,37.014,1,0.00,0.00,0.00,0
