MSOA,index-of-transport-accesibility,chargepoints
E02000065,0,0.01
E02000066,0,0.01
E02000067,0,0.03
E02000068,0,0.01
E02000069,0,0.00
E02000070,0,0.00
E02000071,0,0.00
E02000072,0,0.00
E02000073,0,0.00
E02000074,0,0.01
E02000075,0,0.01
E02000077,0,0.00
E02000078,0,0.01
E02000079,0,0.05
E02000080,0,0.04
E02000081,0,0.00
E02000082,0,0.00
E02000083,0,0.02
E02000084,0,0.00
E02000085,0,0.02
E02000086,0,0.01
E02000087,0,0.01
E02000088,0,0.00
E02000089,0,0.00
E02000090,0,0.00
E02000091,0,0.01
E02000092,0,0.01
E02006785,0,0.00
