MSOA,index-of-transport-accesibility,chargepoints
E02003459,0,0.03
E02003460,0,0.04
E02003461,0,0.02
E02003462,0,0.00
E02003463,0,0.02
E02003464,0,0.01
E02003465,0,0.01
E02003466,0,0.02
E02003467,0,0.01
E02003468,0,0.08
E02003469,0,0.00
E02003470,0,0.01
E02003471,0,0.02
E02003472,0,1.00
E02003473,0,0.02
E02003474,0,0.01
E02003475,0,0.14
E02003476,0,0.02
E02003477,0,0.01
E02003478,0,0.02
E02003479,0,0.01
E02003480,0,0.02
E02003481,0,0.07
E02003482,0,0.02
E02003483,0,0.04
E02003484,0,0.01
E02003485,0,0.00
E02003486,0,0.02
E02003487,0,0.01
E02003488,0,0.03
E02003489,0,0.01
E02003490,0,0.01
