MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,grid-capacity,distribution-centres,supermarket,warehouse,brownfield
E02004201,"Tedburn",0,1976.0,697.85,25.208,0,0,0.00,0.00,0.00,0
E02004202,"Starcross & Exminster",0,1622.0,3836.53,28.706,1,0,0.00,0.00,0.00,0
E02004203,"Moretonhampstead",0,397.0,2099.58,30.926,0,0,0.00,0.00,0.00,2.88
E02004204,"Chudleigh & Bovey Tracey",0,641.0,861.88,29.752,0,0,0.00,0.00,0.00,0
E02004205,"Dawlish North",0,205.0,1923.18,17.928,9,0,0.00,4174.78,0.00,0
E02004206,"Dawlish South",0,342.0,663.24,22.746,0,0,0.00,211.27,0.00,0
E02004207,"Heathfield & Liverton",0,502.0,3319.38,20.527,1,0,0.00,1868.14,6821.09,0
E02004208,"Teignmouth North",0,203.0,109.89,18.443,0,0,0.00,0.00,0.00,0
E02004209,"Kingsteignton",0,303.0,1950.37,16.592,0,0,0.00,7272.85,0.00,0
E02004210,"Teignmouth South",0,137.0,1658.33,28.309,1,0,0.00,6034.44,0.00,0
E02004211,"Bishopsteignton & Shaldon",0,784.0,1180.34,20.639,0,0,0.00,0.00,0.00,0
E02004212,"Newton Abbot",0,303.0,298.92,8.493,0,0,0.00,0.00,0.00,0
E02004213,"Ogwell",0,705.0,2126.26,16.062,0,0,0.00,3155.73,595.65,0
E02004214,"Newton Abbot",0,639.0,2050.42,54.267,0,0,0.00,17114.27,0.00,0
E02004215,"Newton Abbot",0,303.0,1446.22,15.143,0,0,0.00,6866.06,0.00,0
E02004216,"Newton Abbot",0,303.0,0.00,9.481,0,0,0.00,0.00,0.00,0
E02004217,"Ashburton & Buckfastleigh",0,551.0,1894.45,23.929,0,0,0.00,801.29,75.70,6.81
E02004218,"Kingskerswell",0,557.0,880.98,12.486,0,0,0.00,201.00,0.00,0
E02004219,"Ipplepen & Broadhempston",0,850.0,402.07,16.305,1,0,0.00,232.59,0.00,0
