MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,grid-capacity,distribution-centres,supermarket,warehouse,brownfield
E02006621,"High Salvington & Findon Valley",0,272.0,495.29,22.576,0,0,0.00,0.00,0.00,0
E02006622,"Salvington",0,272.0,60.30,19.607,0,0,0.00,52.83,0.00,0.23
E02006623,"Durrington North",0,258.0,1369.54,18.398,2,0,0.00,601.85,15995.59,1.247
E02006624,"Broadwater West",0,272.0,1585.37,20.927,1,0,0.00,7545.93,0.00,0
E02006625,"Broadwater East",0,158.0,130.68,18.756,0,0,693.48,0.00,0.00,0.879
E02006626,"Northbrook",0,258.0,2058.81,23.508,0,0,0.00,13986.50,7233.27,2.7
E02006627,"Durrington South",0,554.0,389.20,21.284,0,0,0.00,421.18,0.00,4.5291
E02006628,"Broadwater South",0,410.0,270.32,15.860,0,0,0.00,356.23,0.00,0.565
E02006629,"East Worthing",0,397.0,313.78,7.845,5,0,0.00,64.98,0.00,0
E02006630,"Heene",0,252.0,65.71,8.514,0,0,0.00,114.70,0.00,2.789
E02006631,"Worthing Central",0,682.0,2483.00,57.224,6,0,0.00,10514.80,0.00,10.4302
E02006632,"West Worthing",0,282.0,274.42,10.801,0,0,0.00,0.00,0.00,7.109
E02006633,"Goring-by-Sea",0,144.0,1227.71,35.480,0,0,0.00,0.00,0.00,0
