MSOA,index-of-transport-accesibility,chargepoints
W02000001,0,0.00
W02000002,0,0.01
W02000003,0,0.03
W02000004,0,0.00
W02000005,0,0.01
W02000006,0,0.05
W02000007,0,0.00
W02000008,0,0.00
W02000009,0,0.02
