MSOA,index-of-transport-accesibility,chargepoints
E02005212,0.112,0.03
E02005213,0.093,0.00
E02005214,0.181,0.04
E02005215,0.162,0.01
E02005216,0.244,0.00
E02005217,0.117,0.01
E02005218,0.103,0.01
E02005219,0.105,0.01
E02005220,0.109,0.00
