MSOA,index-of-transport-accesibility,chargepoints
W02000347,0,0.00
W02000348,0,0.02
W02000349,0,0.00
W02000350,0,0.01
W02000351,0,0.00
W02000352,0,0.00
W02000353,0,0.01
W02000354,0,0.00
W02000355,0,0.01
W02000356,0,0.01
W02000357,0,0.02
W02000358,0,0.03
W02000359,0,0.00
W02000360,0,0.04
W02000361,0,0.00
W02000362,0,0.02
W02000363,0,0.02
W02000364,0,0.03
W02000365,0,0.00
W02000366,0,0.01
