MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres,supermarket,warehouse,brownfield
E02005492,"Caistor",0,450.0,1218.90,38.172,1,0.00,729.77,210.09,0
E02005493,"Morton",0,276.0,501.93,22.160,1,0.00,298.02,0.00,0
E02005494,"Market Rasen & Brookenby",0,354.0,692.15,40.572,4,0.00,4321.59,0.00,0
E02005495,"Gainsborough West",0,172.0,2484.26,35.077,5,0.00,10554.47,0.00,0
E02005496,"Hemswell & Spital",0,665.0,3382.07,29.934,0,0.00,0.00,0.00,0
E02005497,"Gainsborough East",0,172.0,633.54,12.674,2,0.00,5875.10,0.00,0
E02005498,"Torksey & Stow",0,348.0,112.39,20.890,3,0.00,0.00,0.00,0
E02005499,"Dunholme & Welton",0,554.0,937.59,20.254,1,0.00,0.00,0.00,0
E02005500,"Saxilby & Scampton",0,530.0,2546.65,18.926,0,0.00,713.30,0.00,0
E02005501,"Nettleham",0,237.0,1144.13,18.254,0,0.00,0.00,0.00,0
E02005502,"Cherry Willingham & Bardney",0,202.0,762.06,18.311,0,0.00,325.41,20082.99,0
