MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres,supermarket,warehouse,brownfield
E02005921,"Cropredy",0,1227.0,526.50,53.393,0,0.00,0.00,0.00,0
E02005922,"Banbury Hardwick",0,971.0,253.26,17.211,0,0.00,85.31,0.00,0
E02005923,"Banbury Neithrop",0,282.0,2595.37,16.047,3,0.00,17191.24,5425.02,0
E02005924,"Banbury Grimsbury",0,1227.0,8112.96,97.349,5,0.00,4464.08,61005.84,0
E02005925,"Banbury Ruscote",0,282.0,286.24,11.720,0,0.00,0.00,0.00,0
E02005926,"Banbury Easington",0,282.0,966.95,17.526,0,0.00,0.00,0.00,0
E02005927,"Banbury Calthorpe",0,282.0,1374.25,8.106,2,0.00,14790.07,0.00,0
E02005928,"Bodicote",0,1227.0,1313.40,55.373,2,0.00,0.00,0.00,0
E02005929,"Sibford",0,516.0,1021.27,58.274,1,0.00,0.00,0.00,0
E02005930,"Deddington",0,1999.0,1789.83,90.308,2,0.00,0.00,0.00,0
E02005931,"Caversfield",0,2910.0,1852.71,84.998,11,0.00,0.00,43340.18,0
E02005932,"Bicester North",0,1342.0,395.96,19.313,0,0.00,402.51,0.00,0
E02005933,"Bicester East",0,2143.0,1913.97,81.255,8,0.00,3756.87,0.00,0
E02005934,"Bicester West",0,1342.0,732.46,30.329,0,0.00,0.00,0.00,0
E02005935,"Bicester South",0,1342.0,4072.87,35.226,5,0.00,15860.78,0.00,0
E02005936,"Islip",0,3355.0,3578.39,64.114,6,0.00,0.00,0.00,0
E02005937,"Kidlington North",0,312.0,736.67,31.982,2,0.00,2641.28,0.00,0
E02005938,"Kidlington South",0,253.0,277.57,9.583,0,0.00,0.00,0.00,0
E02005939,"Begbroke",0,1376.0,3963.28,18.680,2,0.00,7554.94,0.00,0
