MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,grid-capacity,distribution-centres,supermarket,warehouse,brownfield
E02006475,"Weddington & St Nicholas Park",0,467.0,100.70,19.050,0,0,0.00,3502.53,0.00,0
E02006476,"Camp Hill",0,312.0,205.21,19.539,0,0,0.00,0.00,0.00,4.93
E02006477,"Horeston Grange",0,467.0,1027.59,19.278,1,0,0.00,1285.05,0.00,0.37
E02006478,"Galley Common & Whittleford",0,312.0,130.45,16.875,0,0,0.00,0.00,0.00,0
E02006479,"Nuneaton Town Centre",0,576.0,3192.07,82.773,4,0,0.00,16215.27,0.00,7.01
E02006480,"Tomkinson Road",0,467.0,351.99,13.310,2,0,0.00,0.00,0.00,3.67
E02006481,"Stockingford",0,312.0,199.47,13.544,0,0,0.00,1394.14,0.00,0.38
E02006482,"Bermuda & Heath End",0,312.0,2304.99,18.096,7,0,29325.41,327.29,0.00,0.49
E02006483,"Caldwell & Chilvers Coton",0,467.0,506.82,16.553,0,0,0.00,0.00,0.00,1.95
E02006484,"Attleborough",0,155.0,312.48,15.752,0,0,0.00,904.62,0.00,2.39
E02006485,"Whitestone",0,155.0,240.52,13.547,0,0,0.00,0.00,0.00,0.98
E02006486,"Bedworth Woodlands",0,551.0,124.50,16.007,1,0,0.00,0.00,0.00,1.39
E02006487,"Bedworth Town",0,84.0,545.39,27.662,2,0,0.00,9615.32,0.00,4.99
E02006488,"Bulkington",0,376.0,1129.62,14.352,0,0,0.00,877.06,0.00,1.31
E02006489,"Bedworth Coalpit Field & Exhall",0,623.0,523.18,25.211,4,0,0.00,407.32,0.00,4.16
E02006490,"Bedworth Heath",0,400.0,83.34,16.800,1,0,0.00,0.00,0.00,0.57
E02006806,"Ash Green & Keresley End",0,623.0,1082.66,31.920,1,0,0.00,10.95,31611.78,2.36
