MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,grid-capacity,distribution-centres,supermarket,warehouse,brownfield
E02003987,"Longtown & Border",27,170.0,1351.70,10.871,3,0,0.00,240.54,10003.22,14.28
E02003988,"Brampton & Irthing",28,104.0,1627.13,18.467,1,0,0.00,443.44,0.00,0
E02003989,"Carlisle Belah",38,113.0,2163.55,10.864,0,0,0.00,10082.31,0.00,0
E02003990,"Kingmoor",35,291.0,4826.72,10.969,4,0,0.00,19148.91,191.55,0
E02003991,"Belle Vue & Burgh",35,103.0,435.93,5.485,0,0,0.00,2521.79,0.00,0
E02003992,"Central Carlisle",33,234.0,5288.87,17.664,8,0,1013.67,10109.58,0.00,0
E02003993,"Wetheral",34,163.0,2163.56,26.453,0,0,29482.02,0.00,29482.02,0
E02003994,"Longsowerby & Caldewgate",33,526.0,2186.95,14.526,2,0,0.00,1750.80,0.00,5.67
E02003995,"Raffles & Morton",34,59.0,347.06,7.156,1,0,0.00,0.00,0.00,3.07
E02003996,"Denton Holme & Harraby Green",36,234.0,3097.69,9.095,6,0,0.00,5487.56,0.00,5.1
E02003997,"Botcherby & Harraby",40,62.0,649.82,3.738,0,0,0.00,2882.80,2412.31,8.71
E02003998,"Currock & Upperby",41,121.0,208.63,3.926,0,0,0.00,209.64,0.00,3.09
E02003999,"Garlands & Dalston",40,224.0,5047.79,11.011,1,0,0.00,593.71,650.50,0
