MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,grid-capacity,distribution-centres,supermarket,warehouse,brownfield
E02005345,"Loughborough Dishley & Hathern",0,796.0,1027.66,22.146,0,0,0.00,6445.66,1423.69,0.21
E02005346,"Loughborough Lemyngton & Hastings",0,796.0,7373.85,72.749,5,0,0.00,0.00,0.00,17.84
E02005347,"Loughborough Storer & Queen's Park",0,796.0,4053.21,21.071,0,0,0.00,0.00,0.00,6.73
E02005348,"Loughborough Garendon",0,315.0,787.40,13.302,0,0,0.00,502.26,0.00,0
E02005349,"Shepshed West",0,1123.0,930.95,41.411,1,0,0.00,1712.33,0.00,4.36
E02005350,"Shepshed East",0,481.0,1230.18,30.394,0,0,0.00,0.00,0.00,18.55
E02005351,"Loughborough - University",0,315.0,3326.58,10.995,21,0,0.00,0.00,0.00,0.24
E02005352,"Wymeswold",0,1306.0,1796.84,48.669,0,0,0.00,0.00,4129.31,3.4
E02005353,"Loughborough - Shelthorpe & Woodthorpe",0,796.0,2786.54,17.317,1,0,0.00,11632.33,0.00,2.06
E02005354,"Loughborough - Outwoods",0,315.0,3729.40,15.271,3,0,0.00,0.00,0.00,0.76
E02005355,"Barrow upon Soar",0,481.0,275.01,33.604,0,0,0.00,483.78,0.00,4.33
E02005356,"Quorn & Mountsorrel Castle",0,481.0,2279.75,44.520,0,0,0.00,1794.65,0.00,1.28
E02005357,"Sileby",0,481.0,713.98,32.748,0,0,0.00,0.00,0.00,6.77
E02005358,"Mountsorrel & Rothley",0,851.0,841.41,49.235,0,0,0.00,538.15,0.00,12.03
E02005359,"East Goscote & Queniborough",0,596.0,966.41,49.171,1,0,0.00,0.00,0.00,3.95
E02005360,"Thurcaston",0,1239.0,2521.74,29.094,0,0,0.00,0.00,0.00,0.08
E02005361,"Syston West",0,370.0,3237.03,55.732,0,0,0.00,0.00,0.00,3.79
E02005362,"Syston East",0,370.0,339.99,31.144,0,0,0.00,3263.11,0.00,1.73
E02005363,"Birstall Wanlip & Riverside",0,772.0,3550.47,10.385,16,0,0.00,599.20,0.00,0
E02005364,"Birstall Central",0,402.0,54.20,4.790,0,0,0.00,210.75,0.00,0
E02005365,"Thurmaston",0,772.0,3351.35,8.989,0,0,0.00,10366.86,0.00,38.14
E02005366,"Anstey",0,370.0,598.77,23.097,0,0,0.00,1003.50,0.00,5.28
