MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres,supermarket,warehouse,brownfield
E02003212,"Highworth",0,317.0,1006.69,28.620,0,0.00,1637.68,12721.11,0
E02003214,"Penhill",0,370.0,123.43,6.886,0,0.00,0.00,0.00,0
E02003215,"Haydon Wick",0,370.0,711.06,31.652,1,0.00,3643.72,0.00,0
E02003216,"Upper Stratton",0,598.0,610.05,11.245,1,0.00,0.00,0.00,0
E02003217,"Moredon",0,370.0,290.18,16.998,0,0.00,1189.69,0.00,0
E02003218,"Pinehurst",0,370.0,95.99,6.279,0,0.00,0.00,0.00,0
E02003219,"Broad Blunsdon",0,1312.0,17750.21,81.536,1,47578.54,8002.68,134102.96,0
E02003220,"Lower Stratton",0,349.0,8002.63,21.901,0,75938.52,0.00,237.38,0
E02003221,"Gorse Hill",0,261.0,3382.02,7.180,0,3212.15,3021.93,3460.98,0
E02003222,"Roughmoor",0,23657.0,404.48,20.937,0,0.00,0.00,0.00,0
E02003223,"Rodbourne & Cheney Manor",0,24401.0,6859.11,15.033,1,27398.52,13048.11,860.81,0
E02003224,"Covingham",0,228.0,636.13,15.792,0,0.00,0.00,0.00,0
E02003225,"Westlea & Shaw",0,23853.0,2710.48,39.959,2,0.00,1578.36,0.00,0
E02003226,"Central North",0,121.0,2958.34,13.492,5,0.00,0.00,0.00,0
E02003227,"Walcot East",0,228.0,117.51,12.283,0,0.00,0.00,0.00,0
E02003228,"Central East & Walcot West",0,489.0,1793.88,10.786,5,0.00,14120.89,0.00,0
E02003229,"Freshbrook North & Grange Park",0,23657.0,224.61,11.407,0,0.00,0.00,0.00,0
E02003230,"Central South & Eastcott",0,121.0,2595.52,20.238,4,0.00,4139.23,0.00,0
E02003231,"Park North & Park South",0,228.0,259.20,15.473,0,0.00,0.00,0.00,0
E02003232,"Kingshill & Okus",0,23778.0,270.09,10.571,2,0.00,0.00,0.00,0
E02003233,"Freshbrook South & Toothill",0,23657.0,3837.06,19.361,1,0.00,0.00,0.00,0
E02003234,"Eldene & Dorcan",0,1185.0,774.76,70.996,2,0.00,4226.45,0.00,0
E02003235,"Lawn & East Wichel",0,349.0,2348.73,20.347,13,0.00,2400.28,0.00,0
E02003236,"Wroughton",0,594.0,2256.28,42.367,2,0.00,18630.90,0.00,0
E02006847,"Mouldon Hill & Oakhurst",0,370.0,463.70,31.046,1,0.00,0.00,0.00,0
E02006848,"Abbey Park",0,370.0,682.39,31.842,8,0.00,0.00,0.00,0
E02006849,"Groundwell & Abbey Meads",0,370.0,4528.25,45.135,2,0.00,22017.36,0.00,0
