MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,grid-capacity,distribution-centres,supermarket,warehouse,brownfield
E02006492,"Brinklow",0,3141.0,5890.70,91.254,3,0,0.00,1583.95,67339.93,4.6
E02006493,"Brownsover",0,710.0,5378.22,58.689,2,0,0.00,7524.09,797.90,4.8
E02006494,"Town North & Newbold on Avon",0,204.0,2757.93,17.817,3,0,0.00,6649.23,0.00,1.89
E02006495,"Wolston",0,1321.0,3728.66,41.282,0,0,0.00,514.50,90869.91,0.52
E02006496,"Town East",0,204.0,1408.58,9.450,0,0,0.00,550.76,15829.37,0.14
E02006497,"New Bilton",0,434.0,426.17,24.784,0,0,0.00,1440.33,0.00,0
E02006498,"Cawston & Long Lawford",0,710.0,776.75,66.626,0,0,0.00,1249.18,0.00,0
E02006499,"Eastlands",0,434.0,266.50,18.300,0,0,0.00,0.00,0.00,4.2
E02006500,"Town South & School",0,434.0,2403.45,42.530,2,0,0.00,12488.18,0.00,0.82
E02006501,"Hillmorton",0,710.0,1107.84,24.191,0,0,0.00,1905.59,0.00,0
E02006502,"Overslade & Bilton",0,230.0,429.96,59.016,0,0,0.00,1534.01,0.00,0
E02006503,"Dunchurch",0,1150.0,1727.38,84.695,0,0,0.00,0.00,642.20,0
