MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres,supermarket,warehouse,brownfield
E02002951,"Great Chell & Packmoor",0,488.0,134.98,9.605,0,0.00,0.00,0.00,0.17
E02002952,"Goldenhill & Sandyford",0,156.0,1278.07,6.299,0,0.00,2208.69,0.00,0.82
E02002953,"Bradeley & Chell Heath",0,156.0,58.36,5.099,0,0.00,0.00,0.00,2.16
E02002954,"Norton",0,216.0,138.64,6.448,0,0.00,537.66,0.00,0
E02002955,"Tunstall",0,156.0,1181.79,15.897,0,20790.46,9774.49,0.00,5.69
E02002956,"Little Chell & Stanfield",0,156.0,559.19,7.874,0,0.00,970.90,0.00,0.24
E02002957,"Baddley & Milton",0,277.0,358.11,13.481,0,0.00,1679.80,0.00,0.55
E02002958,"Smallthorne & Sneyd Green",0,394.0,566.50,6.318,0,0.00,2587.51,0.00,2.65
E02002959,"Longport & Burslem Park",0,334.0,917.39,16.740,3,0.00,382.26,0.00,16.15
E02002960,"Birches Head",0,178.0,234.42,1.971,0,0.00,0.00,0.00,0
E02002961,"Cobridge & Central Forest",0,334.0,986.49,8.965,0,0.00,369.59,0.00,23.13
E02002962,"Abbey Hulton",0,238.0,112.33,8.627,4,0.00,0.00,0.00,9.79
E02002963,"Northwood",0,178.0,809.37,4.069,0,0.00,0.00,0.00,0.17
E02002964,"Townsend & Eaton Park",0,238.0,484.79,11.997,0,0.00,0.00,0.00,9.42
E02002965,"Hanley & Etruria",0,945.0,10793.22,12.878,18,0.00,28952.18,5936.57,22.77
E02002966,"Shelton & Joiner's Square",0,604.0,2222.79,38.961,0,0.00,3239.64,18574.00,36.05
E02002967,"Bentilee & Ubberley",0,252.0,277.48,13.901,0,0.00,1941.73,4548.63,7.66
E02002968,"Basford & Hartshill",0,611.0,3210.94,13.153,2,0.00,0.00,977.72,27.94
E02002969,"Boothen & Penkhull",0,272.0,2776.19,17.596,0,4320.56,8752.34,421.31,27.549303
E02002970,"Fenton",0,272.0,1399.72,12.673,0,54297.56,5261.76,8970.11,7.66
E02002971,"Fen Park",0,464.0,472.22,4.935,0,0.00,456.43,0.00,5.23
E02002972,"Longton West & Sandford Hill",0,464.0,1695.51,20.465,2,0.00,12037.30,0.00,6.16
E02002973,"Oakhill & Trent Vale",0,272.0,2061.61,10.332,3,119640.82,19605.75,48291.38,4.76
E02002974,"Weston Coyney",0,192.0,116.58,7.644,0,0.00,0.00,0.00,2.2
E02002975,"Longton East",0,192.0,190.05,7.644,0,4086.64,0.00,687.14,4.22
E02002976,"Hollybush & Blurton North",0,464.0,3660.48,6.689,3,0.00,1727.74,62474.95,0.25
E02002977,"Dresden",0,192.0,51.50,10.475,0,0.00,0.00,0.00,1.41
E02002978,"Meir North",0,192.0,112.71,7.984,0,0.00,1062.49,0.00,1.21
E02002979,"Florence",0,253.0,256.40,21.939,0,0.00,0.00,0.00,1.71
E02002980,"Hanford & Trentham West",0,272.0,1138.72,7.265,0,125348.21,996.53,0.00,3.9
E02002981,"Meir South & Lightwood",0,192.0,129.48,10.305,0,0.00,0.00,0.00,1.39
E02002982,"Newstead & Blurton South",0,497.0,1904.18,13.264,0,0.00,1694.51,50309.60,26.34
E02002983,"Meir Park",0,192.0,2114.18,8.946,3,17352.50,9906.80,0.00,0.33
E02002984,"Trentham East",0,305.0,546.53,6.162,0,0.00,0.00,0.00,0
