MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,grid-capacity,distribution-centres,supermarket,warehouse,brownfield
E02001682,"Ryton",267,268.0,523.44,24.035,0,6.73,0.00,2198.88,0.00,1.6
E02001683,"Crawcrook & Greenside",258,164.0,712.63,32.701,0,6.73,0.00,0.00,0.00,0.45
E02001684,"Pelaw",323,257.0,1636.83,18.192,8,6.61,0.00,5198.82,15632.46,10.78
E02001685,"Blaydon South",275,78.0,447.85,17.100,0,5.22,0.00,0.00,0.00,16.11
E02001686,"Blaydon North & Winlaton Mill",275,280.0,2045.15,37.388,3,6.73,0.00,0.00,11254.49,8.48
E02001688,"Dunston & Teams",319,296.0,4150.32,32.589,13,7.25,0.00,1747.77,0.00,65.78
E02001689,"Bensham North",307,102.0,365.55,4.025,0,7.25,0.00,0.00,0.00,7.13
E02001690,"Swalwell",303,258.0,9484.69,29.716,12,6.73,0.00,14287.13,0.00,9.37
E02001691,"Bensham South & Saltwell",306,296.0,550.33,4.909,11,7.25,0.00,0.00,0.00,3.31
E02001692,"Mount Pleasant & Deckham East",310,288.0,107.13,10.417,0,1.53,0.00,0.00,0.00,2.79
E02001693,"Felling South",319,186.0,269.88,10.579,0,6.61,0.00,0.00,0.00,0
E02001694,"Dunston Hill",319,188.0,688.12,7.967,2,7.25,0.00,0.00,0.00,10.04
E02001695,"Wardley",332,78.0,1748.58,7.918,0,4.51,0.00,0.00,39641.41,5.66
E02001696,"Heworth",328,78.0,1077.87,11.498,3,4.51,0.00,0.00,12985.75,0.14
E02001697,"Low Fell East",315,108.0,977.78,19.976,0,1.53,0.00,0.00,0.00,0.57
E02001698,"Whickham",288,94.0,640.18,28.123,0,6.73,0.00,0.00,0.00,0.39
E02001699,"Windy Nook & Whitehills",318,186.0,417.32,8.958,0,1.53,0.00,0.00,0.00,0
E02001700,"Sunniside & Lobley Hill",319,360.0,1418.82,27.714,0,7.25,0.00,0.00,0.00,9.08
E02001701,"Low Fell West",318,108.0,672.70,22.220,4,0.66,0.00,541.76,0.00,1.19
E02001702,"Beacon Lough & Wrekenton",316,186.0,824.70,17.481,0,6.28,0.00,993.70,0.00,7.22
E02001703,"Rowlands Gill & Lockhaugh",251,119.0,226.09,17.224,0,6.73,0.00,909.49,0.00,0.72
E02001704,"Easedale Gardens",320,108.0,303.22,13.567,0,0.66,0.00,2281.56,0.00,0.73
E02001705,"Chopwell & High Spen",215,276.0,494.68,20.822,1,8.57,0.00,310.87,0.00,1.75
E02001706,"Birtley North & Kibblesworth",330,736.0,2786.71,23.196,4,6.52,0.00,6606.22,0.00,3.74
E02001707,"Birtley South",328,380.0,3418.69,28.671,8,7.45,0.00,5836.48,274.36,11.62
E02001768,"South Shields East",281,57.0,3428.57,6.268,17,7.88,0.00,3970.46,0.00,0
E02001769,"South Shields West",305,242.0,3236.25,17.186,20,7.88,0.00,11980.70,0.00,0
E02001770,"Westoe",280,242.0,338.62,4.666,0,7.88,0.00,0.00,0.00,0
E02001771,"Horsley Hill",277,242.0,764.61,9.687,2,7.88,0.00,0.00,0.00,0
E02001772,"West Park",303,242.0,432.63,7.776,0,7.88,0.00,333.51,0.00,0
E02001773,"Harton West",299,242.0,473.73,11.192,0,7.88,0.00,0.00,0.00,0
E02001774,"Jarrow Town",331,380.0,15283.12,21.374,13,7.98,0.00,6347.91,0.00,0
E02001775,"Harton East",293,185.0,285.51,9.940,2,7.88,0.00,0.00,0.00,0
E02001776,"Hebburn North",310,121.0,470.35,17.346,2,7.98,0.00,0.00,0.00,0
E02001777,"Hebburn West",308,61.0,1022.03,17.345,2,7.98,0.00,1743.96,310.49,0
E02001778,"West Harton",307,242.0,1229.54,11.188,1,7.88,0.00,2767.07,0.00,0
E02001779,"Simonside",321,302.0,1595.21,13.328,13,7.88,0.00,0.00,0.00,0
E02001780,"Cleadon Park",299,242.0,402.44,12.582,1,7.88,0.00,0.00,0.00,0
E02001781,"Brockley Whins",333,245.0,184.97,7.211,1,5.68,0.00,0.00,0.00,0
E02001782,"Hebburn South",320,121.0,823.96,18.581,2,7.98,0.00,0.00,0.00,0
E02001783,"Biddick Hill",316,185.0,257.66,12.090,1,5.68,0.00,0.00,0.00,0
E02001784,"Primrose",334,178.0,231.89,7.316,1,7.98,0.00,0.00,0.00,0
E02001785,"Whitburn & Marsden",225,303.0,1052.67,26.422,4,7.88,0.00,0.00,0.00,0
E02001786,"Whiteleas",302,185.0,446.04,11.373,0,5.68,0.00,0.00,0.00,0
E02001787,"Fellgate & Hedworth",333,385.0,812.76,7.989,1,7.98,0.00,451.12,0.00,0
E02001788,"Boldon Colliery",332,134.0,523.08,9.959,1,7.98,0.00,12722.76,0.00,0
E02001789,"Cleadon & East Boldon",298,346.0,260.18,22.638,0,6.28,0.00,0.00,0.00,0
E02001790,"West Boldon",322,311.0,3026.15,26.918,5,7.98,0.00,845.15,0.00,0
E02001791,"Fulwell",296,237.0,175.84,14.834,1,6.28,0.00,1052.74,0.00,0.636857
E02001792,"Seaburn",294,118.0,520.77,26.956,5,4.38,0.00,7094.93,0.00,2.466639
E02001793,"Town End Farm",328,119.0,229.47,6.497,2,6.43,0.00,0.00,0.00,0
E02001794,"Hylton Red House & Marley Pots",321,119.0,51.21,5.772,0,6.43,0.00,0.00,0.00,8.150248
