E02004290	Ouston & Beamish
E02004291	Pelton & Perkinsville
E02004292	Chester-le-Street North
E02004293	Chester-le-Street Town & Pelton Fell
E02004294	Chester-le-Street South & East
E02004295	Great Lumley & Bournmoor
E02004296	Sacriston
E02004297	Burnopfield
E02004298	Benfieldside
E02004299	Stanley North & East
E02004300	Catchgate & Dipton
E02004301	Stanley South
E02004302	Stanley West & Annfield Plain
E02004303	Consett
E02004304	Delves Lane & Leadgate
E02004305	Bridgehill
E02004306	Lanchester
E02004307	Langley Park & Satley
E02004308	Newton Hall & Brasside
E02004309	Pity Me & Framwellgate Moor
E02004310	Bearpark & Witton Gilbert
E02004311	Sherburn & West Rainton
E02004312	Belmont & Carrville
E02004313	Gilesgate & Old Durham
E02004314	Durham City
E02004315	Aykley Heads
E02004316	Esh Winning & Ushaw Moor
E02004317	Brandon & Brancepeth
E02004318	High Shincliffe & Bowburn
E02004319	Coxhoe & Quarrington Hill
E02004320	Seaham Northlea & Westlea
E02004321	Seaham Central & South
E02004322	Murton North & Parkside
E02004323	South Murton & South Hetton
E02004324	Easington & Hawthorn
E02004325	Peterlee East
E02004326	Shotton & Haswell
E02004327	Horden
E02004328	Peterlee West
E02004329	Peterlee South
E02004330	Blackhall
E02004331	Thornley & Wheatley Hill
E02004332	Wingate & Castle Eden
E02004333	Tudhoe Grange
E02004334	Trimdon & Fishburn
E02004335	Spennymoor East & Ferryhill West
E02004336	Ferryhill East & Cornforth
E02004337	Spennymoor West
E02004338	Chilton
E02004339	Sedgefield & Bishop Middleham
E02004340	Shildon
E02004341	Newton Aycliffe North
E02004342	Newton Aycliffe West
E02004343	Newton Aycliffe East
E02004344	Newton Aycliffe South
E02004345	Evenwood
E02004346	Upper Teesdale
E02004347	Barnard Castle
E02004348	Stanhope & Weardale
E02004349	Crook North & Tow Law
E02004350	Crook South
E02004351	Coundon North
E02004352	Bishop Auckland North & Coundon Grange
E02004353	Bishop Auckland Central & West
E02004354	Saint Helen Auckland & West Auckland
E02004355	Bishop Auckland South
