MSOA,index-of-transport-accesibility,chargepoints
S02001556,0,0
S02001557,0,0
S02001558,0,0
S02001559,0,0
S02001560,0,0
S02001561,0,0
S02001562,0,0
S02001563,0,0
S02001564,0,0
S02001565,0,0
S02001566,0,0
S02001567,0,0
S02001568,0,0
S02001569,0,0
S02001570,0,0
S02001571,0,0
S02001572,0,0
S02001573,0,0
S02001574,0,0
S02001575,0,0
