MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,grid-capacity,distribution-centres,supermarket,warehouse,brownfield
E02000864,"Bow North & Fish Island",0,785.0,254.57,0.289,3,0,0.00,0.00,8651.28,0
E02000865,"Bethnal Green North East",0,738.0,140.40,1.162,3,0,0.00,0.00,0.00,0
E02000866,"Bow West",0,940.0,355.85,0.029,6,0,0.00,0.00,0.00,0
E02000867,"Bow South",0,343.0,492.46,0.000,0,0,0.00,0.00,0.00,0
E02000868,"Bethnal Green North West",0,1680.0,54.21,6.114,1,0,0.00,2291.30,0.00,4.41
E02000869,"Columbia Road",0,738.0,173.14,1.028,1,0,0.00,0.00,0.00,0
E02000870,"Bethnal Green East",0,1178.0,210.93,0.846,0,0,0.00,0.00,0.00,0
E02000871,"Bromley-by-Bow East",0,301.0,757.76,0.000,2,0,0.00,6232.54,0.00,1.85
E02000872,"Brick Lane North",0,1178.0,249.42,1.149,3,0,0.00,0.00,0.00,4.86
E02000873,"Mile End West",0,1479.0,340.99,0.761,0,0,0.00,0.00,0.00,0
E02000874,"Bethnal Green Central",0,1178.0,68.21,0.793,0,0,0.00,3.08,0.00,0.28
E02000875,"Bromley-by-Bow West",0,301.0,490.66,0.000,0,0,0.00,0.00,0.00,4.12
E02000876,"Bethnal Green South",0,1178.0,444.59,0.923,3,0,353.13,8781.24,0.00,0.97
E02000877,"Mile End East & Burdett Estate",0,944.0,279.47,0.893,1,0,0.00,0.00,0.00,0.31
E02000878,"Spitalfields",0,459.0,533.53,1.617,5,0,0.00,301.50,0.00,0
E02000879,"Stepney Green",0,1064.0,148.47,0.620,5,0,0.00,0.00,0.00,0
E02000880,"Whitechapel",0,1517.0,315.10,2.912,0,0,0.00,0.00,0.00,0
E02000881,"Poplar Leaside",0,1682.0,105.58,3.101,0,0,0.00,0.00,0.00,14.32
E02000882,"Limehouse North & Stepney East",0,1384.0,226.79,2.203,0,0,0.00,0.00,0.00,0
E02000883,"Poplar Central",0,944.0,0.00,2.935,1,0,0.00,0.00,0.00,3.92
E02000884,"Aldgate",0,440.0,992.29,1.697,2,0,0.00,566.06,497.78,12.72
E02000885,"Shadwell North",0,1064.0,260.52,0.632,3,0,0.00,0.00,0.00,0
E02000886,"Limehouse East",0,643.0,121.52,2.919,0,0,0.00,1478.73,0.00,0
E02000887,"Poplar West",0,1096.0,158.55,14.724,8,0,0.00,0.00,1967.71,4.61
E02000888,"Shadwell Basin & Ratcliffe",0,1707.0,149.06,1.047,1,0,0.00,0.00,0.00,0
E02000889,"St George in the East & Wapping North",0,1081.0,289.74,0.997,0,0,0.00,209.01,0.00,0
E02000890,"Tower Hill & Wapping South",0,1528.0,53.57,1.018,5,0,0.00,2528.34,1185.97,0
E02000891,"Blackwall & Leamouth",0,643.0,1839.95,6.715,9,0,0.00,4368.35,397.60,20.73
E02000893,"Mudchute",0,643.0,701.20,2.137,0,0,0.00,5442.74,0.00,0
E02000894,"Millwall South",0,643.0,195.34,2.855,0,0,0.00,0.00,0.00,0
E02006853,"Millwall North",0,643.0,105.76,2.520,6,0,0.00,0.00,1532.85,15.47
E02006854,"Canary Wharf",0,643.0,557.96,6.412,17,0,0.00,0.00,1155.98,8.41
