MSOA,index-of-transport-accesibility,chargepoints
W02000126,0,0.02
W02000127,0,0.03
W02000128,0,0.03
W02000129,0,0.00
W02000130,0,0.02
W02000131,0,0.02
W02000132,0,0.01
W02000133,0,0.01
W02000134,0,0.01
W02000135,0,0.00
W02000136,0,0.01
W02000137,0,0.03
W02000138,0,0.04
W02000139,0,0.00
W02000140,0,0.01
W02000141,0,0.05
