E02001682	Ryton
E02001683	Crawcrook & Greenside
E02001684	Pelaw
E02001685	Blaydon South
E02001686	Blaydon North & Winlaton Mill
E02001688	Dunston & Teams
E02001689	Bensham North
E02001690	Swalwell
E02001691	Bensham South & Saltwell
E02001692	Mount Pleasant & Deckham East
E02001693	Felling South
E02001694	Dunston Hill
E02001695	Wardley
E02001696	Heworth
E02001697	Low Fell East
E02001698	Whickham
E02001699	Windy Nook & Whitehills
E02001700	Sunniside & Lobley Hill
E02001701	Low Fell West
E02001702	Beacon Lough & Wrekenton
E02001703	Rowlands Gill & Lockhaugh
E02001704	Easedale Gardens
E02001705	Chopwell & High Spen
E02001706	Birtley North & Kibblesworth
E02001707	Birtley South
E02006841	Gateshead Town
E02006842	Gateshead South
