E02001791	Fulwell
E02001792	Seaburn
E02001793	Town End Farm
E02001794	Hylton Red House & Marley Pots
E02001795	Southwick
E02001796	Monkwearmouth
E02001797	Springwell & Usworth
E02001798	North Hylton
E02001799	Concord and Sulgrave
E02001800	Albany and Blackfell
E02001801	Millfield
E02001802	Pallion North
E02001803	Sunderland Central & Deptford
E02001804	South Hylton
E02001805	Pallion South & High Barnes
E02001806	Hendon & Docks
E02001807	Columbia
E02001808	Barnes Park
E02001809	Washington Town Centre & Biddick
E02001810	Oxclose and Lambton
E02001811	Pennywell and Grindon
E02001812	Hill View & Tunstall
E02001813	Thorney Close & Plains Farm
E02001814	Grangetown
E02001815	Harraton
E02001816	Lakeside & Farrington
E02001817	Silksworth
E02001818	Ryhope
E02001819	Herrington & Doxford
E02001820	Shiney Row
E02001821	Hall Farm
E02001822	Newbottle & Penshaw
E02001823	Houghton West
E02001824	Houghton Town
E02001825	Hetton-le-Hole North
E02001826	Hetton-le-Hole South
