MSOA,index-of-transport-accesibility,chargepoints
E02004015,0.188,0.03
E02004016,0.334,0.01
E02004017,0.417,0.03
E02004018,0.364,0.00
E02004019,0.573,0.01
E02004020,0.383,0.01
E02004021,0.382,0.01
E02004022,0.351,0.02
E02004023,0.491,0.03
E02004024,0.982,0.03
E02004025,0.526,0.00
E02004026,0.284,0.01
E02004027,0.13,0.00
E02004028,0.204,0.00
