MSOA,index-of-transport-accesibility,chargepoints
W02000058,0,0.00
W02000059,0,0.01
W02000060,0,0.01
W02000061,0,0.00
W02000062,0,0.00
W02000063,0,0.00
W02000064,0,0.00
W02000065,0,0.00
W02000066,0,0.00
W02000067,0,0.00
W02000068,0,0.00
W02000069,0,0.00
W02000070,0,0.01
W02000071,0,0.01
W02000072,0,0.02
W02000073,0,0.01
W02000074,0,0.00
W02000075,0,0.00
W02000076,0,0.00
W02000077,0,0.00
